fish_id,Genotype,Trial,Distance_travelled,Velocity_mean,Velocity_var,Time_moving,Freq_moving,Acceleration_max,Acceleration_min,Freq_in_middle,Time_in_middle,Dist_to_middle_mean,Dist_to_middle_var,Mobility_var,Mobility_mean
1.2-6.10,wt,1,126.01263333333333,2.10021,38.294466666666665,28.013333333333332,41.333333333333336,1776.1866666666667,-1114.1750000000002,3,5.946666666666667,1.9932800000000002,1.0093763333333334,276.3993333333333,6.0489033333333335
1.2-6.10,wt,4,34.418765,0.5737229666666667,9.6768078,7.146666666666667,12.333333333333334,621.3316666666666,-534.8463333333333,1.3333333333333333,7.8933333333333335,2.2537533333333335,0.8974798766666667,91.83642,1.7897390666666666
1.2-6.10,wt,7,3.2739103333333333,0.054565293333333334,0.714,0.38666666666666666,0.3333333333333333,454.46233333333333,-336.23400000000004,0,0,2.009297,0.38319711,5.689630999999999,0.14490053333333333
1.2-6.10,wt,10,1.321488,0.022030333333333332,0.1291777,0,0,114.658,-114.658,0,0,2.9550366666666665,0.0037368040001561327,0.3647742333333333,0.034730166666666666
10.2-6.10,hom,1,6.717362666666667,0.11195603333333334,1.1233231666666668,1.0533333333333335,2,370.7146666666667,-394.2366666666667,0,0,2.2401466666666665,0.41017797266666667,15.736109,0.3679404333333333
10.2-6.10,hom,4,3.928402666666667,0.06549124333333334,0.4768769333333333,0,0,234.83966666666666,-227.12433333333334,0,0,2.0791233333333334,0.14257725023333334,4.069589,0.1661933
10.2-6.10,hom,7,0.38012333333333337,0.006335400000000001,0.048325,0,0,86.61133333333333,-54.655,0,0,1.39951,0.047780666666666666,1.6194333333333333,0.025232033333333334
10.2-6.10,hom,10,1.2072066666666668,0.020120100000000002,0.12428533333333333,0,0,130.632,-130.632,0,0,2.792613333333333,0.0017485633333333334,1.88182,0.06267173333333334
11.2-6.10,hom,1,1.3890666666666667,0.023151133333333334,0.155267,0.12,0.3333333333333333,141.362,-133.67066666666668,0,0,1.7809566666666667,0.07268133333333333,1.7118033333333333,0.061330866666666664
11.2-6.10,hom,4,0.38147233333333336,0.0063626333333333335,0.03699606666666667,0,0,107.359,-107.359,0,0,3.2537166666666666,0.0032966733333333336,0.13078420000000002,0.009503233333333333
11.2-6.10,hom,7,16.662607666666666,0.27771036666666665,3.3700381666666663,3.5999999999999996,7.333333333333333,363.505,-312.6646666666667,0.6666666666666666,1.4133333333333333,2.24126,0.4523040933333333,43.87385233333333,0.9298546666666666
11.2-6.10,hom,10,2.2024666666666666,0.0367238,0.2567086666666667,0,0,238.28766666666667,-238.28766666666667,1,60,0,0,1.9782033333333333,0.09659256666666667
12.2-6.10,hom,1,0.7197973333333333,0.011996616666666666,0.06494176666666666,0,0,142.64600000000002,-142.64600000000002,0,0,2.82065,0.0022732066666666666,0.11275160000000001,0.013836666666666667
12.2-6.10,hom,4,3.3349333333333333,0.05561123333333333,0.337029,0,0,212.73766666666668,-212.73766666666668,0,0,2.530336666666667,0.011917446666666666,5.489743333333333,0.19572
12.2-6.10,hom,7,4.405966666666666,0.07343286666666667,1.019606,0.72,1.3333333333333333,498.122,-498.122,1,60,0,0,9.699452,0.21966436666666667
12.2-6.10,hom,10,6.31549,0.10532033333333334,0.772331,0.14666666666666667,0.3333333333333333,258.6963333333333,-248.946,0,0,2.524426666666667,0.006398463333333333,10.498243333333333,0.35807066666666665
13.2-6.10,het,1,112.99483333333333,1.8832427666666667,38.613616666666665,19.813333333333333,14,1401.056,-902.9326666666666,3.6666666666666665,4.786666666666667,1.6948999999999999,0.6305477340000001,231.16354766666666,5.062613766666667
13.2-6.10,het,4,0.20934233333333332,0.0034890333333333335,0.018265533333333334,0,0,46.006,-46.006,0,0,2.237216666666667,0.0016138966666666666,0.031036966666666665,0.0045021
13.2-6.10,het,7,0.6733466666666666,0.011222466666666667,0.07506233333333333,0,0,86.928,-86.928,0,0,2.1230433333333334,0.041003333333395016,0.32544066666666666,0.020354933333333335
13.2-6.10,het,10,7.532536666666667,0.1255997,0.9791383333333333,0.92,1.6666666666666667,329.636,-270.319,1.3333333333333333,38.81333333333333,0.5960923333333333,0.10979686333333333,14.41732,0.4220282
14.2-6.10,hom,1,15.069983333333333,0.2511663,2.04241,2.8666666666666667,4.666666666666667,364.49833333333333,-311.3326666666667,1,9.346666666666668,1.9457033333333333,0.8685018333333333,14.841383333333333,0.5804177666666667
14.2-6.10,hom,4,0,0,0,0,0,0,0,0,0,2.6973433333333334,9.123166698216834e-5,0,0
