fish_id,Genotype,Position,Tray,Trial,Time,Bin,Dist_travelled_total,Dist_travelled_mean,Dist_travelled_var,Velocity_mean,Velocity_var,Time_moving_total,Freq_moving,Acceleration_max,Acceleration_min,Acceleration_var,Freq_in_middle,Time_in_middle_total,Time_in_middle_mean,Time_in_middle_var,Dist_to_middle_total,Dist_to_middle_mean,Dist_to_middle_var,Mobility_total,Mobility_mean,Mobility_var,Meander_total,Meander_mean,Meander_var,Heading_mean,Heading_var
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,4,1.63019,0.0010868,3.06331e-4,0.0271699,0.191457,0.36,1,199.633,-176.559,134.454,0,0,0,0,2412.09,1.60806,0.214554,145.13,0.0967532,3.8224,131.109,65.5547,1010.39,47.6237,103.982
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,5,65.9787,0.0439858,0.0235656,1.09965,14.7285,17.88,33,812.802,-553.357,7062.86,6,13.92,2.32,1.488,1746.49,1.16433,0.956329,5876.47,3.91765,194.198,3151.46,37.076,2755.65,42.5932,3221.86
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,6,54.0161,0.0360588,0.0171969,0.901471,10.748,14.52,26,759.449,-491.417,5076.83,7,15.16,2.16571,7.30156,1650.78,1.10126,0.760184,4419.6,2.95033,131.656,3250.32,43.3376,7491.61,19.5418,3101.68
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,7,26.8755,0.017917,0.00780854,0.447925,4.88034,7.36,11,601.134,-394.656,3035.48,2,52.28,26.14,0.7688,191.233,0.127489,0.127463,1954.63,1.30308,52.9811,853.324,27.5266,1461.93,140.714,3254.09
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,8,37.5487,0.0250324,0.0153616,0.625811,9.60102,10.16,20,1034.23,-528.424,4643.4,5,44.44,8.888,222.728,473.466,0.315644,0.427631,2902.38,1.93492,86.764,2086.16,42.5747,3742.87,156.951,2634.83
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,9,25.9173,0.0173013,0.00756006,0.432532,4.72504,6.72,13,515.302,-346.991,2472.74,6,47.6,7.93333,263.936,102.995,0.0687089,0.0267174,2219.67,1.48176,68.5863,1718.93,47.7479,8868.7,112.913,3155.21
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,10,10.0384,0.00669225,0.00301283,0.167306,1.88302,1.52,2,382.728,-382.728,1093.04,1,6.24,6.24,0,3263.26,2.1755,0.639124,558.445,0.372297,11.4714,1138.21,142.276,56848.5,179.234,2164.11
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,11,1.11663,7.45414e-4,1.66869e-4,0.0186353,0.104293,0,0,148.624,-148.624,130.888,0,0,0,0,3989.17,2.66122,0.0062194,65.0507,0.0434251,0.625826,0,0,0,164.561,2614.13
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959.71,2.6398,0,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,1,1899-12-31T07:00:00Z,14,0.228111,1.52074e-4,3.46897e-5,0.00380185,0.0216811,0,0,142.569,-142.569,27.1194,0,0,0,0,2938.84,1.95923,0.0020775,3.97878,0.00265252,0.0105538,0,0,0,9.11495,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4912.5,3.28376,1.21672e-14,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,1,1.5492,0.0010328,2.28597e-4,0.02582,0.142873,0,0,156.303,-156.303,179.425,0,0,0,0,5085.64,3.39042,0.00273613,90.6693,0.0604462,0.960737,0,0,0,43.5923,2563.89
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,2,0.502764,3.35176e-4,8.58727e-5,0.0083794,0.0536704,0,0,179.237,-179.237,67.1759,0,0,0,0,5236.79,3.4912,0.00202887,13.0461,0.0086974,0.0794296,0,0,0,119.231,145.884
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,3,0.641653,4.2834e-4,9.17084e-5,0.0107085,0.0573178,0,0,142.84,-142.84,71.8386,0,0,0,0,4756.69,3.17324,0.00786115,29.6788,0.0198123,0.312923,0,0,0,142.849,900.968
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4645.06,3.09671,0,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,5,37.5968,0.0250645,0.0133335,0.626613,8.33344,10.08,17,805.29,-521.135,4887.59,4,22.64,5.66,17.5856,732.309,0.488206,0.413501,3384.95,2.25663,118.707,1689.47,37.5439,1700.59,124.059,3110.22
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,6,12.1877,0.00814688,0.00517223,0.203672,3.23264,2.56,5,647.304,-492.245,1672.54,1,1.4,1.4,0,736.997,0.491987,0.0854005,848.602,0.567247,30.2833,286.495,23.8745,460.958,76.9844,2909.47
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,7,15.0366,0.0100244,0.00374451,0.25061,2.34032,3,6,593.675,-343.019,1834.56,0,0,0,0,2834.89,1.88992,1.10776,1037.02,0.691345,23.4942,720.296,55.4074,9129.07,51.1592,2106.19
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,8,0.204076,1.36051e-4,2.77646e-5,0.00340126,0.0173529,0,0,127.547,-127.547,21.7056,0,0,0,0,5194.21,3.46281,7.33885e-4,2.19298,0.00146199,0.00320611,0,0,0,85.7164,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,9,47.2582,0.0315055,0.0221535,0.787636,13.8459,9.52,14,1110.06,-612.523,6863.89,3,5.68,1.89333,0.496533,4049,2.69933,1.73061,3056.85,2.0379,100.806,1083.23,22.5673,880.915,88.3644,3184.51
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,10,45.9099,0.0306066,0.0141353,0.765165,8.83455,9.64,8,583.485,-418.383,4030.8,0,0,0,0,3545.89,2.36393,0.110297,3136.32,2.09088,70.9026,2844.04,43.7545,4307.19,151.948,2959.58
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340.23,2.2283,3.56792e-4,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,12,0.205677,1.37118e-4,2.8202e-5,0.00342795,0.0176262,0,0,128.548,-128.548,22.0475,0,0,0,0,3308.86,2.2059,0.00274732,24.7312,0.0164875,0.407754,0,0,0,133.79,0
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,13,5.02917,0.00335278,7.67852e-4,0.0838195,0.479907,0,0,200.766,-200.766,608.672,0,0,0,0,3727.77,2.48518,0.0124563,262.692,0.175128,2.94538,0,0,0,145.839,2974.93
11.2-6.10,hom,B5,5,4,1899-12-31T08:12:00Z,14,5.39535,0.0036017,0.00166414,0.0900426,1.04009,0.8,1,550.155,-297.185,679.291,0,0,0,0,3797.7,2.53349,0.00167917,271.79,0.181435,5.58745,92.3747,30.7916,308.381,9.66609,2066.07
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429.9,2.96116,4.46478e-4,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,1,1.07337,7.17011e-4,2.13068e-4,0.0179253,0.133167,0,0,263.74,-263.74,166.973,0,0,0,0,4303.77,2.87301,0.0103922,42.5108,0.0283973,0.41053,0,0,0,160.466,2775.44
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,2,0.631023,4.20682e-4,8.84392e-5,0.0105171,0.0552745,0,0,135.956,-135.956,69.2315,0,0,0,0,3997.29,2.66486,0.00575428,21.5505,0.014367,0.111257,0,0,0,43.3662,2140.87
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,3,9.1563,0.0061042,0.00232091,0.152605,1.45057,1.76,4,344.38,-258.229,882.213,0,0,0,0,3367.53,2.24502,0.452078,688.481,0.458987,20.2273,345.492,34.5492,896.68,126.501,2014.33
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,4,40.2005,0.0268003,0.0137668,0.670009,8.60427,9.04,18,610.179,-543.809,4814.31,2,4.24,2.12,0.32,2720.86,1.8139,0.89908,3474.32,2.31621,111.283,2104.89,45.7585,3423.42,37.9922,2703.1
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,5,65.5843,0.0437813,0.025881500000000002,1.09453,16.176,15.52,25,854.795,-1291.15,9537.39,0,0,0,0,2733.82,1.82376,0.566911,5537.13,3.69635,178.282,2689.37,37.3523,2149.91,78.0556,2912.29
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120.16,3.41344,0,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,8,47.9037,0.0319785,0.0193967,0.799462,12.1229,11.12,15,801.201,-795.254,6407.14,3,17.76,5.92,51.0528,2223.19,1.48311,2.01743,3712.42,2.47825,114.9,4536.59,85.5959,20376.8,176.506,3171.57
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,9,3.87628,0.00258419,0.00209492,0.0646047,1.30933,0.6,1,591.581,-417.409,427.339,0,0,0,0,1391.07,0.927379,0.387204,216.88,0.144587,8.27113,46.7436,15.5812,633.852,156.778,291.485
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,13,3.83948,0.00255965,5.74964e-4,0.0639913,0.359352,0,0,159.069,-159.069,454.312,0,0,0,0,1878.81,1.25254,0.00571475,177.872,0.118582,1.43557,0,0,0,39.9744,3089.43
11.2-6.10,hom,B5,5,7,1899-12-31T09:03:00Z,14,4.6861,0.00312406,0.00103924,0.0781016,0.649525,0.56,1,221.433,-423.333,501.467,0,0,0,0,822.671,0.548448,0.280749,308.661,0.205774,5.4966,263.169,52.6337,2119.03,124.955,1654.69
11.2-6.10,hom,B5,5,10,1899-12-31T10:41:00Z,5,64.922,0.0432813,0.0205841,1.08203,12.8651,14.72,27,767.055,-468.44,6824.65,6,17.76,2.96,3.02528,1047.5,0.698332,0.54148,6077.43,4.05162,192.315,5936.43,68.2348,10306.4,167.711,3214.65
11.2-6.10,hom,B5,5,10,1899-12-31T10:41:00Z,7,103.525,0.0690164,0.0319667,1.72541,19.9792,23.84,29,1002.27,-458.661,11234.1,5,23.32,4.664,22.0629,1651.91,1.10127,1.2452,7655.59,5.10373,201.863,4028.2,33.2909,5699.81,93.9673,2874.96
11.2-6.10,hom,B5,5,10,1899-12-31T10:41:00Z,8,25.721800000000002,0.0171478,0.0105185,0.428696,6.57409,4.16,2,1528.61,-692.745,3228.12,1,0.72,0.72,0,3071.54,2.04769,0.11556,1791.62,1.19441,45.8861,858.058,20.9282,551.966,75.0478,1753.29
11.2-6.10,hom,B5,5,10,1899-12-31T10:41:00Z,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037.98,2.02667,8.6074e-8,0,0,0,0,0,0,0,0
11.2-6.10,hom,B5,5,10,1899-12-31T10:41:00Z,10,0.218036,1.45358e-4,3.16933e-5,0.00363394,0.0198083,0,0,136.273,-136.273,24.7769,0,0,0,0,3204.73,2.1364899999999998,0.00330256,4.74308,0.00316206,0.0149979,0,0,0,158.431,0
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,0,1.13699,7.69273e-4,4.38824e-4,0.0192318,0.274265,0.52,1,378.053,-332.563,173.4,0,0,0,0,3923.53,2.64746,0.0452804,123.518,0.0835708,5.60381,208.044,208.044,0,111.58,1416.34
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,1,0.201663,1.34442e-4,2.7112e-5,0.00336105,0.016945000000000002,0,0,126.04,-126.04,21.1954,0,0,0,0,4179.45,2.7863,1.51755e-4,2.07254,0.00138169,0.00286361,0,0,0,2.4716,0
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,2,1.09541,7.30274e-4,1.60509e-4,0.0182568,0.100318,0,0,154.002,-154.002,125.815,0,0,0,0,4205.01,2.80334,0.00129767,31.7175,0.021145,0.185958,0,0,0,20.8883,2616.94
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,3,0.406443,2.70962e-4,5.50362e-5,0.00677405,0.0343976,0,0,128.508,-128.508,43.0544,0,0,0,0,4228.9,2.81927,0.00273514,9.0696,0.0060464,0.0298238,0,0,0,113.206,3204.93
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,4,0.657539,4.38359e-4,9.61755e-5,0.010959,0.0601097,0,0,145.428,-145.428,75.2873,0,0,0,0,4259.02,2.83934,0.00278681,21.4779,0.0143186,0.122473,0,0,0,16.9167,2188.75
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,5,56.3439,0.0375626,0.0224658,0.939064,14.0412,13.96,25,679.209,-726.638,7744.82,7,25.04,3.57714,15.9226,1161.07,0.774048,1.08294,4350.98,2.90066,131.671,2386.7,37.2921,3659.52,172.89,2837.8
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,6,45.0009,0.0300406,0.0146795,0.751016,9.1747,9.64,16,671.823,-518.63,5502.74,3,12.2,4.06667,5.82773,1869.58,1.24722,0.745276,3447.65,2.3015,93.2494,1825.95,35.803,1042,144.348,2719.41
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,7,30.4544,0.0203029,0.00758802,0.507573,4.74251,5.48,9,348.913,-498.186,3500.47,2,4.84,2.42,0.1352,1763.58,1.17572,0.543722,2330.42,1.55361,54.4787,3584.1,105.415,26345.1,44.3199,2883.2
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,8,22.1958,0.0147972,0.00716582,0.369929,4.47864,4.72,9,660.693,-383.138,2829.09,1,11.6,11.6,0,1391.42,0.927616,0.828102,1335.31,0.890209,27.2416,2729.01,113.709,25899.2,56.741,3201.46
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,9,9.8341,0.00656482,0.00240546,0.164121,1.50341,2.84,6,389.723,-389.723,1204.62,3,26.08,8.69333,38.4229,260.145,0.173546,0.0343294,779.189,0.520153,21.3392,466.593,46.6593,2020.11,126.321,2880.33
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,10,0.442439,2.94959e-4,6.52555e-5,0.00737398,0.0407847,0,0,142.027,-142.027,51.0489,0,0,0,0,656.322,0.437548,4.00965e-4,15.6259,0.010417300000000001,0.0848413,0,0,0,16.302,2977.01
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,11,0.421672,2.8149e-4,5.93191e-5,0.00703725,0.0370745,0,0,133.523,-133.523,46.436,0,0,0,0,709.338,0.473207,5.26657e-4,14.1056,0.0094163,0.0696112,0,0,0,155.443,2726.06
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.129,0.470753,1.03145e-14,0,0,0,0,0,0,0,0
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,13,2.52048,0.00168256,4.44939e-4,0.0420641,0.278087,0,0,237.079,-237.079,350.055,0,0,0,0,828.97,0.553016,0.0147525,92.5276,0.0617674,0.705663,0,0,0,79.2344,1961.94
12.2-6.10,hom,B6,5,1,1899-12-31T07:00:00Z,14,1.56047,0.00104031,2.32072e-4,0.0260078,0.145045,0,0,152.395,-152.395,182.152,0,0,0,0,1276.86,0.851238,0.00110823,23.1231,0.0154154,0.0632682,0,0,0,70.7211,2809.29
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,0,1.11101,7.44149e-4,1.65913e-4,0.0186037,0.103695,0,0,157.796,-157.796,130.227,0,0,0,0,3974.1,2.65648,9.08413e-4,142.431,0.0953989,3.59751,0,0,0,139.452,3216.02
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,1,3.9712,0.00264747,6.73956e-4,0.0661866,0.421223,0,0,224.416,-224.416,532.008,0,0,0,0,4034.42,2.68962,0.00313405,394.975,0.263317,7.75167,0,0,0,115.297,3079.6
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,2,2.4092,0.00160614,3.92711e-4,0.0401534,0.245444,0,0,200.412,-200.412,308.822,0,0,0,0,4015.19,2.67679,0.00512327,317.679,0.211786,7.30876,0,0,0,96.2922,2897.36
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,4,3.68048,0.00245365,5.7087e-4,0.0613413,0.356794,0,0,217.133,-217.133,450.699,0,0,0,0,3415.59,2.27706,0.0275519,221.093,0.147395,2.6214,0,0,0,41.8105,2746.18
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,5,42.9226,0.0286151,0.0172292,0.715377,10.7683,8.88,17,1115.26,-463.014,5873.63,5,10.4,2.08,0.5272,1234.65,0.823098,0.332778,3515.35,2.34357,111.224,1691.99,33.1762,772.216,32.0044,2834.75
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,6,87.0759,0.0582058,0.0331945,1.45515,20.7466,19.68,30,653.919,-516.722,10381.2,6,25.92,4.32,10.8493,1655.55,1.10517,1.45944,6625.18,4.4286,197.69,3796.46,38.3481,9640.22,173.697,3200.87
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,7,57.3043,0.0382029,0.0201086,0.955072,12.5679,12.44,21,1098.63,-531.278,8279.04,5,29.92,5.984,34.0117,896.961,0.597974,0.91577,4145.32,2.76355,105.562,1565.57,26.9927,1307.89,103.139,3014.39
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,8,50.5152,0.0336768,0.016871,0.841919,10.5444,12.04,24,1005.59,-472.669,6014.33,7,19.48,2.78286,2.09539,1136.01,0.757341,0.603457,3989.81,2.65987,105.892,3378.98,51.1966,13095.8,124.272,3126.39
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,9,21.3826,0.014255,0.00718307,0.356376,4.48942,4.68,9,702.137,-463.941,2419.3,1,7.88,7.88,0,1049.38,0.699584,0.403363,1824.29,1.21619,59.5476,1868.29,71.8575,21160.5,40.5907,3245.52
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,10,1.41925,9.46165e-4,2.92002e-4,0.0236541,0.182502,0.48,1,282.819,-159.022,176.058,0,0,0,0,1062.88,0.708588,0.0933238,79.5238,0.0530158,0.986571,13.9549,13.9549,0,120.698,17.8054
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,11,0.43936,2.93298e-4,6.43903e-5,0.00733245,0.0402439,0,0,137.989,-137.989,50.4058,0,0,0,0,1275.01,0.850572,0.00148017,8.72331,0.0058233,0.0255815,0,0,0,151.839,3103.56
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,12,2.46961,0.0016464,3.71896e-4,0.0411601,0.232435,0,0,183.557,-183.557,292.663,0,0,0,0,1514.75,1.00983,0.0243799,77.3499,0.0515666,0.459858,0,0,0,109.128,2413.19
12.2-6.10,hom,B6,5,4,1899-12-31T08:12:00Z,13,0.640138,4.26758e-4,9.10397e-5,0.010669,0.0568998,0,0,136.567,-136.567,71.2672,0,0,0,0,1675.12,1.11675,2.22988e-4,22.8413,0.0152276,0.161399,0,0,0,81.7135,2184.03
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,5,81.763,0.0545814,0.0298468,1.36454,18.6543,24.84,45,1143.48,-616.765,10082.6,7,30.84,4.40571,4.6637,710.779,0.474169,0.50079,6657.93,4.44454,187.712,3377.26,34.1138,7116.89,36.3252,2958.6
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,6,87.479,0.0583193,0.0301167,1.45798,18.823,24.8,44,952.018,-466.399,10640.4,7,30.16,4.30857,10.4452,1087.5,0.725002,0.846122,6720,4.48,176.056,2913.08,28.0104,2352.29,144.1,3080.3
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,7,65.5929,0.0437286,0.0197271,1.09322,12.3294,15.92,31,778.026,-726.378,7509.63,5,45.28,9.056,65.2309,348.485,0.232323,0.287456,5439.52,3.62635,139.011,2585.23,30.0608,1200.7,62.2542,3037.4
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,8,52.5266,0.0350645,0.0319029,0.876612,19.9393,10.44,17,1481.5,-1295.75,11447.7,6,16.24,2.70667,8.77739,2522.35,1.68269,1.57134,3603.25,2.40537,124.401,1385.99,28.2854,1283.91,24.0225,3077.8
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,9,70.0184,0.0466789,0.0256408,1.16697,16.0255,10.52,6,758.145,-575.505,5928.09,1,0.84,0.84,0,4592.79,3.06186,0.477505,5130.55,3.42036,135.503,3321.1,31.6296,3659.75,69.533,2823.41
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,10,0.437229,2.91486e-4,6.37803e-5,0.00728715,0.0398627,0,0,142.04,-142.04,49.8948,0,0,0,0,5109.87,3.40658,0.0022727,29.0371,0.019358,0.297106,0,0,0,137.728,2851.04
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,11,0.201331,1.344e-4,2.7059e-5,0.00336,0.0169118,0,0,125.832,-125.832,21.1681,0,0,0,0,5053.78,3.37143,0.00529977,10.828,0.00722832,0.0782684,0,0,0,147.864,0
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,12,7.10624,0.00474382,0.00303397,0.118596,1.89623,1.32,1,456.222,-536.689,945.129,0,0,0,0,3992.61,2.66352,0.0447756,417.572,0.278753,12.1936,318.98,53.1633,1896.07,70.5844,1281.33
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,13,2.03075,0.00135383,3.5758e-4,0.0338458,0.223487,0,0,221.816,-221.816,280.792,0,0,0,0,3875.34,2.58356,0.00280503,67.3907,0.0449271,0.451198,0,0,0,93.3616,2514.63
12.2-6.10,hom,B6,5,7,1899-12-31T09:03:00Z,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712.92,2.47528,6.55273e-13,0,0,0,0,0,0,0,0
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032.49,2.68833,0,0,0,0,0,0,0,0,0
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,2,2.41746,0.00161164,4.96797e-4,0.040291,0.310498,0,0,239.067,-209.816,323.229,0,0,0,0,3973.03,2.64868,0.00610917,229.324,0.152883,4.94413,495.085,495.085,0,1.21925,2589.37
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,3,8.37889,0.00559338,0.00169682,0.139835,1.06051,0.44,1,286.323,-286.323,1306.11,0,0,0,0,3636.57,2.426,0.00803329,639.864,0.427145,10.6663,57.8906,57.8906,0,167.716,3168.17
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,4,8.15012,0.00543341,0.00151358,0.135835,0.945985,0,0,250.699,-250.699,1205.56,0,0,0,0,3747.9,2.4986,0.00505293,741.277,0.494184,15.8843,0,0,0,1.37192,3095.54
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,7,126.433,0.0842888,0.0449263,2.10722,28.079,29.96,41,763.902,-485.106,14656.6,6,9.84,1.64,2.44864,2863.43,1.90896,1.84058,9851.11,6.56741,278.61,4604.26,32.4243,1449.4,76.7184,3121.64
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,8,174.559,0.116373,0.0683786,2.90932,42.7366,33.48,24,1427.11,-1313.22,22974,5,3.16,0.632,0.02352,3777.19,2.51813,0.862973,12390.8,8.26051,333.29,6013.45,31.484,3073.8,137.022,3105.63
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,9,86.9403,0.0580376,0.0344386,1.45094,21.5241,17.16,22,1123.44,-589.372,10665.4,5,3.36,0.672,0.37392,2899.55,1.93432,0.882253,6287.08,4.19698,180.527,5351.34,54.6055,10161.3,113.93,2938.86
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,10,87.533,0.0583554,0.0386887,1.45888,24.1804,15.56,1,1309.18,-1642.38,13122.3,0,0,0,0,4663.36,3.10891,0.162695,5822.17,3.88145,152.709,2894.18,27.8287,1294.72,48.7154,2809.06
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,11,0.443923,2.97137e-4,6.59679e-5,0.00742843,0.0412299,0,0,142.877,-142.877,51.6757,0,0,0,0,4444.84,2.97115,2.08569e-4,22.4427,0.0150219,0.168797,0,0,0,47.3395,3088.39
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,12,2.73195,0.0018213,4.14036e-4,0.0455325,0.258772,0,0,163.918,-163.918,326.059,0,0,0,0,4491.01,2.994,0.00335457,120.126,0.0800838,0.951478,0,0,0,5.03474,3176.88
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,13,2.93575,0.00195717,4.44776e-4,0.0489292,0.277985,0,0,178.178,-178.178,350.476,0,0,0,0,4463.96,2.97597,0.00389289,138.633,0.0924217,1.15197,0,0,0,134.448,3012.66
12.2-6.10,hom,B6,5,10,1899-12-31T10:41:00Z,14,2.28258,0.00152172,3.46277e-4,0.038043,0.216423,0,0,157.802,-157.802,272.339,0,0,0,0,4521.37,3.01425,0.00492055,95.8289,0.0638859,0.68145,0,0,0,45.5267,3251.89
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,0,4.35814,0.00294867,0.00181361,0.0737168,1.1335,0.52,1,654.294,-654.294,1426.57,0,0,0,0,3313.31,2.2357,0.00448461,381.106,0.257852,10.3807,0,0,0,61.6325,3030.23
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,1,20.5146,0.0136764,0.00668027,0.341909,4.17517,3.76,8,916.882,-562.012,3084.78,0,0,0,0,3746.97,2.49798,0.166647,1603.57,1.06905,40.3459,1148.9,45.9559,3364.79,121.367,1617.64
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,2,157.193,0.104795,0.0694299,2.61988,43.3937,35.36,36,1857.54,-1137.02,21869.1,6,11.84,1.97333,2.54123,2023.69,1.34913,1.07231,11101.9,7.4013,310.335,3088.49,18.0614,1343.92,91.5328,3022.17
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,3,179.772,0.119848,0.115613,2.99619,72.2584,24.08,6,2184.21,-1410.36,38729,5,2.52,0.504,0.08928,3486.83,2.32455,0.81889,11617,7.74463,382.761,3794.91,22.0634,995.409,73.8736,3051.95
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,5,71.1104,0.0474069,0.0275978,1.18517,17.2486,15.64,25,890.958,-629.323,11084.8,4,14.72,3.68,12.6069,2061.08,1.37405,1.37488,5634.06,3.75604,186.337,2950.54,47.5894,5796.87,12.4735,2965.33
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,6,77.7531,0.0519046,0.0218014,1.29762,13.6259,18.8,29,908.461,-671.802,11863.3,2,5.72,2.86,3.1752,3020.27,2.01486,1.31669,5673.28,3.78723,127.481,5304.89,72.6698,17908.5,34.167,2983.69
13.2-6.10,het,C1,5,1,1899-12-31T07:00:00Z,7,129.534,0.0863563,0.0456559,2.15891,28.5349,26.96,26,970.056,-621.214,17011.2,3,7.48,2.49333,2.08693,3391.77,2.26118,1.24457,9243.23,6.16215,230.106,10295.8,73.5416,20804.1,173.149,2936.41
