fish_id,Genotype,Position,Tray,Trial,Time,Bin,Dist_travelled_total,Dist_travelled_mean,Dist_travelled_var,Velocity_mean,Velocity_var,Time_moving_total,Freq_moving,Acceleration_max,Acceleration_min,Acceleration_var,Freq_in_middle,Time_in_middle_total,Time_in_middle_mean,Time_in_middle_var,Dist_to_middle_total,Dist_to_middle_mean,Dist_to_middle_var,Mobility_total,Mobility_mean,Mobility_var,Meander_total,Meander_mean,Meander_var,Heading_mean,Heading_var
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,4,214.258,0.142839,0.0663369,3.57097,41.4606,51.28,35,1163.98,-633.732,26272,2,0.84,0.42,0.2888,3775.18,2.51679,0.616462,12877.5,8.58499,261.563,10670.3,43.7308,9791.93,101.325,3213.34
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,5,88.0711,0.0587141,0.0325293,1.46785,20.3308,20.16,21,1451.08,-1149.32,15439.7,2,8.28,4.14,0.0072,2229.31,1.48621,1.17733,6393.92,4.26261,157.96,6752.73,80.3897,28831.7,66.8765,3152.81
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,6,145.525,0.097146,0.0440019,2.42865,27.5012,39.92,41,977.232,-587.568,21151.9,2,7.04,3.52,6.7712,3465.62,2.31196,1.47777,8817.91,5.88646,185.33,12030.1,81.2845,29582.3,45.0395,3052.61
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,7,165.824,0.110549,0.052335,2.76374,32.7094,48.4,45,851.573,-869.734,23405.2,3,9.96,3.32,0.2368,3414.82,2.27655,1.81733,10836.7,7.22449,227.565,11592.2,64.4009,15485.8,98.6278,3182.7
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,8,137.373,0.0917043,0.0414657,2.29261,25.9161,36.52,40,692.512,-559.038,18156.8,5,7.6,1.52,0.5208,3293,2.1968,1.64687,9456.12,6.3125,217.753,11165.2,73.9414,18523.6,55.5358,2937.3
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,9,143.31,0.0955398,0.0519151,2.3885,32.4469,36.2,42,974.001,-1449.32,21877,2,1.04,0.52,0.0512,4314.7,2.87646,1.2475,9463.57,6.30905,220.131,9509.45,62.9765,22045.6,123.249,3067.4
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,10,47.534,0.0316893,0.0123815,0.792233,7.73841,10.84,13,453.998,-412.416,4881.28,4,20.76,5.19,65.7252,1479.97,0.986647,1.99619,3012.81,2.00854,59.9312,7997.14,140.301,30814,23.0194,3122.59
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,11,10.2329,0.00683106,0.00187817,0.170777,1.17386,1.24,2,249.224,-249.224,1210.35,1,0.48,0.48,0,1155.89,0.771108,0.0759428,628.053,0.419261,11.8396,182.942,45.7355,5294.47,177.389,1957.33
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,12,23.1608,0.0154612,0.0162541,0.386529,10.1588,2.32,5,2331.93,-978.944,7057.07,1,9.44,9.44,0,1736.98,1.15876,0.62257,1120.25,0.747829,31.9879,600.088,66.6764,13484.8,8.91738,2610.89
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,13,82.9356,0.0552904,0.0272423,1.38226,17.0264,21.6,18,439.5,-468.045,12064.5,0,0,0,0,4445.18,2.96345,0.024443200000000002,3465.65,2.31043,48.2605,23963.3,323.828,2870.93,179.91,3239.3
10.4-7.10,het,A3,8,5,1899-12-31T08:46:00Z,14,27.377,0.0182514,0.00786668,0.456284,4.91668,6.64,7,380.958,-368.685,3386.22,0,0,0,0,4369.44,2.91296,0.0210535,1170.13,0.780087,14.9314,10321.4,396.978,7939.5,45.2272,3173.5
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,1,42.2534,0.0281689,0.0083426,0.704223,5.21413,8.68,14,352.747,-352.747,4244.26,1,4.72,4.72,0,3854.34,2.56956,1.12937,2825.66,1.88377,48.9221,8729.25,178.148,56202.2,64.8338,2602.35
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,2,108.675,0.0725466,0.0290633,1.81367,18.1645,29.08,40,589.715,-524.245,12412.1,4,23.44,5.86,36.6683,1885.73,1.25799,1.69339,7324.27,4.88936,157.483,15661.3,120.471,52135.3,163.739,3118.69
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,3,147.219,0.0981462,0.0454987,2.45366,28.4367,39.64,46,1342.18,-1342.22,19739.2,6,12.72,2.12,1.5424,2333.11,1.55541,1.3422,8604.73,5.73649,178.925,8604.48,56.2384,25179.1,53.9413,3074.15
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,4,139.468,0.0929787,0.0462539,2.32447,28.9087,39.24,52,1771.09,-1677.63,21341.9,3,4.56,1.52,1.6464,2632.98,1.75532,0.914052,8397.11,5.59807,172.609,8177.85,56.399,22210.9,145.82,3187.35
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,5,89.0983,0.0593989,0.0257429,1.48497,16.0893,23.36,29,667.59,-677.418,12451.7,6,17.16,2.86,4.2616,1556.41,1.03761,1.05464,5684.25,3.7895,128.864,9267.72,113.021,40924.2,98.8884,2935.92
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,6,175.141,0.116916,0.0554786,2.92291,34.6742,48.08,42,849.588,-617.025,24598.2,2,1.96,0.98,0.0968,4693.26,3.13093,0.962404,11053.7,7.37897,230.114,15331.7,80.693,28559.8,92.2971,3093.38
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,7,226.509,0.151006,0.0890362,3.77516,55.6476,54.96,35,1140.54,-1076,34944.3,5,15.2,3.04,1.32,2870.01,1.91334,2.24204,14091,9.39403,332.121,8456.2,36.1376,9770.64,100.419,3190.63
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,8,179.832,0.119888,0.0507099,2.9972,31.6937,45.88,32,1108.53,-680.382,18605.3,0,0,0,0,5065.36,3.37691,0.0903522,12165.6,8.11038,235.231,9722.72,43.0209,9031.52,94.5616,3017.56
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,9,304.367,0.203182,0.119385,5.07955,74.6153,55.72,19,1447.02,-848.646,48052.1,0,0,0,0,5001.73,3.33671,0.244782,18096,12.0801,403.211,12417,38.8032,9820.49,69.5063,3068.17
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,10,41.8467,0.0278978,0.00938212,0.697445,5.86382,7.84,12,580.047,-373.32,5194.17,3,33.92,11.3067,68.4949,1177.98,0.785322,1.08452,2304.81,1.53654,44.9514,4397.48,146.583,67067.9,112.859,3075.05
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,11,22.2391,0.0148459,0.014341,0.371147,8.96312,1.88,2,1842.12,-1564.59,6312.86,2,37.76,18.88,532.685,490.767,0.327396,0.336223,917.932,0.612772,22.8124,305.289,30.5289,4611.78,2.1768,2240.97
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,12,7.61593,0.00507729,0.00155665,0.126932,0.972906,1.4,3,457.475,-257.13,834.22,3,15.2,5.06667,20.9733,896.328,0.597552,0.368989,493.115,0.328743,11.7277,265.193,44.1989,2361.49,16.1843,2420.23
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,13,17.4268,0.0116179,0.00425316,0.290447,2.65823,3.6,5,587.06,-340.446,2113.68,0,0,0,0,1152.73,0.768486,0.100693,886.378,0.590919,17.7669,275.535,25.0486,811.797,145.371,3088.07
10.4-7.10,het,A3,8,9,1899-12-31T10:37:00Z,14,19.7855,0.0132079,0.00493687,0.330198,3.08555,3.32,5,419.449,-495.761,2383.69,0,0,0,0,2339.26,1.56054,0.598808,1155.82,0.771575,24.0471,4020.37,223.354,113634,94.0719,2318.28
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,1,87.8767,0.0585845,0.0236607,1.46461,14.7879,22.64,24,621.11,-443.505,9057.8,2,5.48,2.74,0.1352,2312.51,1.54167,1.54553,5843.46,3.89564,122.94,11076.5,106.505,39470.8,86.8811,3145.4
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,2,115.681,0.0771208,0.0300883,1.92802,18.8052,31.08,42,644.926,-443.115,12772.9,3,10.44,3.48,5.4064,2759.22,1.83948,1.36473,7529.04,5.01936,155.2,6983.85,53.3119,16828.9,152.822,3136.31
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,3,166.073,0.110716,0.0458568,2.76789,28.6605,42.64,44,633.322,-571.772,19681,3,7,2.33333,2.37493,3276.58,2.18438,1.19209,10394.2,6.9295,214.288,15616.6,83.0671,32933.6,74.7583,3128
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,4,120.146,0.0800977,0.0313726,2.00244,19.6079,33.36,40,597.531,-521.916,15836.7,3,3.32,1.10667,1.12373,2971.97,1.98131,0.974267,7337.51,4.89167,143.64,11167.4,90.7915,40498.2,89.3844,3051.12
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,5,140.742,0.0938283,0.0497339,2.34571,31.0837,38.36,31,1277.06,-964.911,22324.3,6,14.24,2.37333,17.5639,2647.68,1.76512,1.77454,9170.66,6.11377,209.821,9288.35,66.3454,22518.9,113.854,3205.32
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,6,160.757,0.107314,0.0536727,2.68286,33.5454,43.64,34,1166.8,-1164.61,23981.6,2,3.28,1.64,3.92,4197.63,2.80029,1.21144,10638.5,7.10177,225.281,12940.1,72.2909,18363.6,75.1043,3177.81
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,7,177.449,0.118299,0.0581254,2.95748,36.3284,47.72,44,1351.64,-1465.22,25802.9,2,0.84,0.42,0.1352,4723.93,3.14929,0.791882,11298.5,7.53236,234.484,15810.2,81.9183,23485,40.9543,3174.15
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,8,156.653,0.104575,0.0577492,2.61438,36.0932,36.96,46,1491.56,-1344.09,21321.1,3,5.52,1.84,1.2304,3624.86,2.41819,1.36001,9676.95,6.45991,215.384,15349.8,86.7219,32385.2,20.8942,3139.89
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,9,180.724,0.120483,0.0530904,3.01207,33.1815,44.12,39,684.701,-709.914,21176.2,6,11.52,1.92,1.5136,3228.15,2.1521,2.087,11143.1,7.42877,233.984,14928.4,74.2707,26529.2,104.905,3035.75
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,10,14.6724,0.0097816,0.00376629,0.24454,2.35393,3.24,4,442.778,-418.021,1887.95,0,0,0,0,2711.13,1.80742,0.648889,882.078,0.588052,18.6986,1326.53,110.544,22378.5,175.822,2290
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,11,1.27009,8.47854e-4,1.79092e-4,0.0211964,0.111933,0,0,139.221,-139.221,140.572,0,0,0,0,1823.9,1.21674,0.0102693,35.6051,0.0237684,0.144486,0,0,0,165.832,2784.34
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,12,2.22365,0.00148243,3.86663e-4,0.0370608,0.241664,0,0,256.451,-167.648,251.872,1,1.32,1.32,0,446.052,0.297368,0.0575876,92.6003,0.0617335,1.06157,39.3068,39.3068,0,66.4632,1469.83
10.4-7.10,het,A3,8,15,1899-12-31T12:34:00Z,14,8.61077,0.00574818,0.00161408,0.143704,1.0088,1,2,285.743,-285.743,1041.31,2,47.6,23.8,709.891,291.293,0.194325,0.186504,525.163,0.350576,10.2676,1270.15,181.45,76183.1,102.481,2581
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,0,2.2296,0.00150648,3.36991e-4,0.0376621,0.210619,0,0,175.14,-148.89,231.803,0,0,0,0,1710.36,1.15176,0.0112155,176.886,0.119518,4.21548,8.52158,8.52158,0,84.8721,2036.48
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,1,38.4713,0.0258197,0.0170696,0.645491,10.6685,6.56,8,1074.67,-977.656,5505.63,1,2.08,2.08,0,2579.25,1.72756,0.568303,2719.78,1.82535,91.6457,2625.6,69.0947,7849.13,172.989,2651.07
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,5,149.577,0.0997183,0.0552726,2.49296,34.5454,35.84,47,1598.72,-1028.93,23666.9,13,20.96,1.61231,2.64784,1643.23,1.09549,1.23824,9682.4,6.45493,269.282,8750.7,58.7295,17952.2,149.065,2947.77
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,6,121.072,0.0808223,0.0361728,2.02056,22.608,31.04,39,936.018,-664.07,14446.7,6,19.84,3.30667,1.48843,1352.87,0.902515,1.00531,9101.02,6.07545,232.758,14180.9,101.292,31339.8,6.27084,3080.99
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,7,144.403,0.096397,0.0415543,2.40992,25.9714,39.08,37,748.577,-640.001,18659.8,9,21.72,2.41333,2.8712,1875.2,1.25097,1.70984,10625.1,7.09289,258.846,18945.9,114.132,38106.8,170.877,3065.33
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,8,159.388,0.106259,0.0498297,2.65647,31.1435,38.24,45,875.31,-673.949,23125.2,3,1.36,0.453333,0.147733,3334.19,2.22279,0.978401,10290.3,6.86018,236.717,20861.3,124.918,33026.7,98.2872,3225.9
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,9,138.009,0.0920058,0.0408451,2.30014,25.5282,34.68,44,824.83,-609.397,17846.5,5,11.64,2.328,1.25312,2441.31,1.62754,1.55344,8775.71,5.85047,212.285,10304.8,71.0677,20221.6,159.158,3238.83
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,10,83.0691,0.0553794,0.0245218,1.38448,15.3262,17.96,26,898.035,-785.275,10016.6,2,3.12,1.56,2,4083.49,2.72233,0.93153,5046.76,3.36451,118.341,6661.96,75.7041,30888.7,18.3901,2968.31
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,11,71.5556,0.0477993,0.0191037,1.19498,11.9398,15.84,22,1023.65,-686.259,9471.51,7,31.2,4.45714,11.7231,1094.79,0.730836,1.23082,3905.94,2.60918,83.307,1945.59,30.8825,4258.68,179.073,3088.64
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,12,106.467,0.0709779,0.0672322,1.77445,42.0201,20.2,28,2654.77,-2038.58,31973.4,5,31.12,6.224,30.8189,916.864,0.611243,0.893218,5898.62,3.93241,153.722,7640.42,83.0481,23724.5,67.2704,3181.15
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,13,65.379,0.0437318,0.0308197,1.09329,19.2623,10.28,13,2172.65,-2082.58,14117.5,4,13.28,3.32,8.75947,2044.94,1.36694,1.46147,3490.2,2.33458,80.899,7285.02,142.844,61183.5,133.621,3134.53
11.4-7.10,hom,A4,8,1,1899-12-31T07:41:00Z,14,67.871,0.0452474,0.0167583,1.13118,10.4739,16.44,22,815.477,-607.852,8344.89,3,9.2,3.06667,2.40853,1907.82,1.27188,0.851816,3896.32,2.59755,81.7094,4258.95,64.5296,16437,140.768,2684.51
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,2,41.8096,0.0279476,0.0141585,0.69869,8.84907,7.72,7,643.23,-649.978,6602.04,0,0,0,0,4272.32,2.85392,0.00862565,2973.97,1.98795,95.6784,15871.3,428.955,37416.5,129.478,3213.9
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,3,3.04237,0.00202824,4.76531e-4,0.0507061,0.297832,0.84,1,171.724,-170.798,233.472,0,0,0,0,4470.05,2.98003,0.00187911,169.447,0.112965,1.60668,3829.2,765.84,7594.19,90.1033,2550.22
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,5,127.312,0.0848748,0.038585,2.12187,24.1156,32.36,44,1181.54,-796.153,17390.2,9,21.36,2.37333,1.4624,1192.32,0.794881,0.896093,8422.74,5.61516,222.748,11417.8,89.904,31107.5,55.2735,3112.22
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,6,87.3696,0.0583242,0.0229604,1.4581,14.3502,18.56,24,757.571,-648.367,11696.5,2,29.64,14.82,61.3832,1518.58,1.01306,1.50027,6163.6,4.11456,139.472,14801.9,155.81,52822.9,55.4118,3270.58
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,7,132.627,0.0884182,0.0370925,2.21045,23.1828,37.32,37,580.375,-688.844,17724.7,6,13.16,2.19333,2.87579,2413.39,1.60893,1.6616,9046.47,6.03098,205.92,19045.2,130.446,45754.6,104.154,3021.47
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,8,147.531,0.0984854,0.0448638,2.46214,28.0399,36.56,41,866.759,-662.249,19879,7,19,2.71429,1.41196,2548.51,1.70014,2.45605,9215.63,6.15195,207.409,7110.18,44.7181,11588.5,67.6193,3042.54
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,9,213.021,0.142014,0.0621818,3.55035,38.8636,45.36,45,876.148,-619.945,26124.6,4,10.32,2.58,4.59787,3144.58,2.09638,2.14517,11476.3,7.65084,224.606,8309.41,36.1279,13238.2,57.1697,3039.64
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,10,87.4384,0.0582923,0.0244942,1.45731,15.3089,19.84,27,761.26,-670.52,11099.5,1,1.92,1.92,0,3767.33,2.51156,1.48221,5321.61,3.54774,119.284,4590.27,53.3753,16454.5,177.737,3094.5
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,11,50.7839,0.033901100000000003,0.0297973,0.847529,18.6233,6.4,8,2456.09,-1011.83,11390.5,1,13.12,13.12,0,2467.54,1.64613,1.44321,2634.81,1.75888,73.4447,3433.95,92.8094,41909.8,89.0283,2820.07
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,12,20.2906,0.0135451,0.00492317,0.338629,3.07698,3.2,3,390.317,-492.018,2537.83,1,14.4,14.4,0,1708.47,1.13974,0.635553,1132.77,0.75619,28.3598,824.422,74.9475,10190.9,14.2314,3192.66
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,13,2.44803,0.00163202,3.62912e-4,0.0408005,0.22682,0,0,161.522,-161.522,285.607,0,0,0,0,1993.8,1.3292,0.0411334,69.1136,0.0460757,0.330785,0,0,0,115.947,2632.59
11.4-7.10,hom,A4,8,5,1899-12-31T08:46:00Z,14,0.887661,5.91774e-4,1.31652e-4,0.0147944,0.0822823,0,0,154.235,-154.235,103.127,0,0,0,0,2280.03,1.52002,0.0146558,26.9737,0.0179825,0.12264,0,0,0,67.9081,1639.1
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,0,6.39465,0.00428596,9.67775e-4,0.107149,0.604859,0.12,1,282.879,-158.64,712.879,0,0,0,0,4685.55,3.13414,0.384742,264.606,0.17735,4.38571,167.441,167.441,0,100.014,824.167
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,2,9.92685,0.00662673,0.00142999,0.165668,0.893745,0,0,161.013,-183.848,1064.53,1,15.32,15.32,0,2078.9,1.38686,1.03781,324.29,0.216482,2.12496,2011.09,670.362,26432.5,142.607,1909.27
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,3,13.9374,0.0092916,0.00225993,0.23229,1.41246,0.48,1,399.69,-217.468,1593.91,0,0,0,0,3418.78,2.27919,0.213227,543.064,0.362043,6.59962,2545.1,509.019,112906,103.739,1941.06
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,4,19.2916,0.0128611,0.00891985,0.321527,5.57491,2,3,1058.25,-852.907,3469.81,0,0,0,0,5165.02,3.44335,0.0658902,1040.47,0.693647,31.1637,2161.38,240.154,120833,83.1394,3073.88
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,6,142.484,0.0951164,0.0354163,2.37791,22.1352,39.2,36,738.417,-679.823,18275.8,5,6.48,1.296,0.39728,3483,2.32355,1.60948,9660.72,6.44908,224.163,17970.4,120.607,33356.3,163.558,3049.32
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,7,149.576,0.099717,0.0401688,2.49293,25.1055,40,33,788.647,-687.686,18735,4,7.64,1.91,3.7892,3387.81,2.25854,1.45914,10754.2,7.16948,254.472,16772.3,102.898,29651.9,28.8874,3140.41
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,8,159.492,0.106328,0.0406461,2.65819,25.4038,41.76,38,707.569,-685.716,19315.4,2,4.24,2.12,2.88,4134.9,2.7566,1.27587,10920.5,7.28037,233.569,16205.9,89.0436,24000.2,177.441,3225.48
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,9,153.704,0.102606,0.0468806,2.56515,29.3004,37.88,36,962.078,-697.854,21904.6,1,1.32,1.32,0,4768.36,3.18102,1.20811,10036.9,6.70022,217.9,14489.5,86.2473,27966,31.7372,3018.4
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,10,72.8562,0.0485708,0.035774,1.21427,22.3587,16.2,21,1135.7,-1461.12,12843.8,0,0,0,0,5573.31,3.71554,0.262177,4019.31,2.67954,100.853,5269.72,76.3728,32844.7,91.2227,2921.79
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,12,24.2903,0.0161936,0.00934796,0.404839,5.84248,4.36,6,617.622,-750.221,3624.78,0,0,0,0,5039.89,3.35993,0.220953,1514.13,1.00942,43.818600000000004,1738.34,86.9168,30193.9,87.7224,1720.2
11.4-7.10,hom,A4,8,9,1899-12-31T10:37:00Z,13,13.4943,0.00899619,0.00376623,0.224905,2.3539,2.6,2,761.766,-761.766,2210.27,0,0,0,0,5033.13,3.35542,0.0330224,967.773,0.645182,25.5238,4326.32,393.301,108771,135.443,2604.46
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,0,10.5328,0.00707372,0.00230583,0.176843,1.44115,1.08,2,456.488,-268.788,1251.51,0,0,0,0,4041.34,2.70686,0.248097,467.775,0.314153,12.219,193.877,48.4693,922.95,125.62,2026.67
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,1,9.27582,0.00618388,0.00134837,0.154597,0.842731,0.48,1,168.693,-165.02,936.689,0,0,0,0,1860.62,1.24041,0.220747,368.886,0.245924,5.40767,689.224,172.306,83379.9,64.0929,2863.82
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,2,6.77583,0.00451722,0.00108039,0.11293,0.675246,0.44,1,261.115,-261.115,788.977,3,10.16,3.38667,33.2005,1809.67,1.20645,0.536176,248.161,0.165441,2.12363,1508.73,754.367,23203.6,158.128,1792.22
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,4,109.013,0.0726754,0.0309829,1.81689,19.3643,29.8,31,683.87,-537.754,13422.1,5,17.72,3.544,9.02848,1658.38,1.10558,1.04776,7785.67,5.19045,195.464,8141.88,69.5888,17440,42.3958,3139.07
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,6,132.948,0.0887506,0.0361749,2.21876,22.6093,38.32,35,616.03,-575.927,16909.7,5,24.4,4.88,18.3784,1713.15,1.14286,1.676,8878.95,5.92721,197.998,10901.2,74.6657,22923,17.1905,3098.83
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,7,148.364,0.0989095,0.05854,2.47274,36.5875,35.2,33,1659.94,-1565.47,27724.6,3,15.36,5.12,40.3984,3144.63,2.09642,2.19843,9660.39,6.44026,223.647,11260.4,74.0819,17223.1,178.421,3026.48
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,8,227.072,0.151584,0.100839,3.78959,63.0242,43.16,37,1518.51,-999.845,43805.5,5,8.6,1.72,1.2536,3948.35,2.63399,2.05945,13485,9.002,346.166,14757.6,65.0117,21573.2,131.705,3177.54
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,9,197.868,0.131912,0.063524,3.2978,39.7025,42.08,37,888.502,-889.814,26386,5,7.2,1.44,0.748,3912.12,2.60808,2.09411,11757.6,7.83838,266.475,14344.3,70.3153,24064.5,19.3693,3062.98
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,10,46.0662,0.0307108,0.0168502,0.767769,10.5314,8.88,8,866.654,-479.981,6420.64,0,0,0,0,6045.73,4.03049,0.108101,2721.71,1.81447,68.7708,6038.05,137.228,55638.2,105.67,2489.99
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,11,10.6776,0.0071279,0.00181154,0.178198,1.13221,0.8,2,312.255,-216.181,1254.85,0,0,0,0,5780.17,3.85602,0.380912,455.609,0.304145,6.57758,2973.03,594.607,129339,153.364,3056.9
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,12,9.89837,0.00659891,0.00141645,0.164973,0.885281,0.2,1,159.817,-175.276,1008.93,0,0,0,0,5621.27,3.74752,0.0145471,370.153,0.246769,2.13998,3810.23,762.045,5469.94,71.2551,3191.24
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,13,18.6085,0.0124057,0.00294004,0.310142,1.83753,1.48,3,268.147,-206.433,1820.55,0,0,0,0,6145.32,4.09688,0.00866816,888.029,0.592019,7.13659,11378.1,711.129,11268.2,125.189,3156.08
11.4-7.10,hom,A4,8,15,1899-12-31T12:34:00Z,14,9.25729,0.00617976,0.001333,0.154494,0.833122,0,0,171.759,-171.759,1007.43,0,0,0,0,6395.3,4.26638,5.90319e-4,386.239,0.257836,2.46422,1707.56,853.778,1483.17,157.672,2970.02
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,0,36.2118,0.0244674,0.0117513,0.611686,7.34456,7.2,10,570.138,-436.398,3480.89,1,3.08,3.08,0,3177.75,2.1399,0.81687,2521.98,1.70404,80.3865,2407.18,70.7995,29890.9,52.9281,2671.91
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,1,119.605,0.0802718,0.0358179,2.0068,22.3862,29.84,38,757.435,-404.299,12635,2,3.04,1.52,0.5408,3745.66,2.50881,0.902684,9261.24,6.2156,267.349,11543.7,89.486,29233.1,61.9582,3202.51
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,2,155.546,0.103697,0.041822,2.59243,26.1387,38.4,45,616.942,-509.274,16272.3,4,4.28,1.07,2.27027,3729.82,2.48654,1.13349,11823.9,7.88257,303.048,12679.3,74.5842,20996.1,70.0951,3171.8
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,3,172.337,0.114892,0.0562264,2.87229,35.1415,40.56,37,1356.03,-1204.55,20196.6,4,6.36,1.59,1.53853,3399.03,2.26602,1.37662,12087.4,8.05827,291.944,12455.8,61.3586,21503,29.4477,3169.88
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,4,187.691,0.125127,0.0545919,3.12818,34.1199,45.32,35,1334.2,-1179.43,22226.3,3,2.68,0.893333,0.0581333,4442.09,2.96139,0.925408,12831.8,8.55454,292.514,18963.5,91.6112,29690.9,166.431,2904.6
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,5,187.619,0.125079,0.0575004,3.12698,35.9377,45.96,37,897.581,-780.012,23869.3,9,14.96,1.66222,1.01164,2304.83,1.53655,1.67162,13717.3,9.14486,336.355,19355,90.4441,31784.1,7.43541,3242.1
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,6,209.645,0.13995,0.0762851,3.49874,47.6782,49.28,29,2268.86,-1204.47,34660.2,7,9.96,1.42286,0.747657,2955.8,1.97185,1.87371,14278,9.53139,338.546,21366.9,92.8994,29891,95.1302,3091.02
12.4-7.10,het,A5,8,1,1899-12-31T07:41:00Z,7,260.613,0.173974,0.123748,4.34935,77.3426,49.48,42,1775.31,-1163.17,53403.7,0,0,0,0,4760.15,3.17555,0.402243,15605.7,10.4177,386.399,29411.6,113.998,42749.9,18.1791,2989.15
