fish_id,Genotype,Trial,Distance_travelled,Velocity_mean,Velocity_var,Time_moving,Freq_moving,Acceleration_max,Acceleration_min,Freq_in_middle,Time_in_middle,Dist_to_middle_mean,Dist_to_middle_var,Mobility_var,Mobility_mean
34.4-7.10,het,2,181.26266666666666,3.0222466666666667,34.8549,41.49333333333333,35.666666666666664,1168.0113333333334,-1244.7133333333334,5.333333333333333,8.613333333333333,2.3646833333333332,1.4973746666666667,300.418,8.138193333333334
34.4-7.10,het,6,247.203,4.120046666666667,52.889900000000004,47.986666666666665,32.333333333333336,1163.845,-824.233,4,5.1066666666666665,2.4102033333333335,1.1712893333333334,375.446,10.367456666666666
34.4-7.10,het,10,225.967,3.766113333333333,49.5176,47.10666666666667,32.666666666666664,1025.1373333333333,-914.6426666666667,3,3.6,2.8851466666666665,1.0144313333333335,345.04966666666667,9.43085
34.4-7.10,het,16,140.25233333333333,2.3386466666666665,28.066566666666667,33.013333333333335,38.666666666666664,1069.3829999999998,-1079.8463333333334,3.6666666666666665,6.773333333333333,2.1429233333333335,1.24566,206.09099999999998,5.879283333333333
35.4-7.10,het,2,13.940016666666667,0.23257936666666668,4.023392,2.48,3.6666666666666665,699.9333333333333,-545.124,0.3333333333333333,0.10666666666666667,2.8215833333333333,0.22366025666666664,20.84404,0.5475517666666666
35.4-7.10,het,6,14.6176,0.24362643333333334,2.664539,1.8266666666666669,2.6666666666666665,423.0453333333333,-398.617,0,0,3.13774,0.020026053333333335,13.964316,0.5143341666666666
35.4-7.10,het,10,27.627966666666666,0.46046533333333334,5.758946666666667,6.279999999999999,10.333333333333334,681.3820000000001,-549.4583333333333,0.3333333333333333,1.4533333333333334,2.4836666666666667,0.37539296666666666,51.624,1.2937023333333333
35.4-7.10,het,16,56.5489,0.9428253333333333,7.4713666666666665,15.786666666666667,16.666666666666668,445.133,-359.229,0,0,2.8699733333333333,0.11970170000000001,63.1632,2.4995833333333333
36.4-7.10,het,2,118.92883333333333,1.98308,22.890733333333333,27.826666666666664,34.666666666666664,980.5613333333333,-636.2003333333333,3,4.586666666666666,2.50272,1.1572390000000001,217.3756666666667,5.6649899999999995
36.4-7.10,het,6,65.34136666666666,1.0890206666666666,14.05433,15.186666666666667,21.333333333333332,818.7180000000001,-500.39033333333333,1.3333333333333333,3.0533333333333332,2.4932933333333334,0.7971013333333333,125.30030000000001,3.023873666666667
36.4-7.10,het,10,131.99166666666667,2.1998633333333335,30.608033333333335,29.746666666666666,34.333333333333336,1295.1873333333333,-879.3806666666667,1.3333333333333333,4.986666666666666,2.630183333333333,1.150611,241.72033333333334,6.067006666666667
36.4-7.10,het,16,145.017,2.4179833333333334,28.0898,35.22666666666667,40.666666666666664,943.993,-614.0923333333334,2.3333333333333335,3.96,2.4461933333333334,1.1048153333333333,218.89,6.426103333333333
37.4-7.10,wt,2,91.58974666666666,1.5272491333333333,16.811598333333333,22.52,23,677.866,-463.8906666666667,2,1.68,2.3387066666666665,0.49724823333333334,167.73845,4.474691333333333
37.4-7.10,wt,6,150.5469,2.5091133333333335,30.076866666666664,35.96,37.666666666666664,1054.1256666666668,-894.8196666666666,3,3.5733333333333333,2.3992066666666667,1.1301233333333334,259.99266666666665,7.1681
37.4-7.10,wt,10,121.3887,2.02314,22.075366666666667,30.733333333333334,36,684.3973333333333,-540.1713333333333,2,4.96,2.358816666666667,0.943907,211.95233333333334,5.9344133333333335
37.4-7.10,wt,16,256.0093333333333,4.26876,66.16866666666667,49.16,38,1450.82,-916.4580000000001,4,4.8,2.3032500000000002,1.2613533333333333,423.308,11.317953333333334
38.4-7.10,wt,2,165.86666666666667,2.7656733333333334,32.63556666666666,42.54666666666667,37,1056.6013333333333,-750.4353333333333,2.6666666666666665,4.906666666666666,2.1688733333333334,1.10283,272.1143333333333,7.773466666666667
38.4-7.10,wt,6,172.5113333333333,2.87519,34.696600000000004,41.666666666666664,33,1404.5256666666667,-1020.0830000000001,3.3333333333333335,7.933333333333334,2.42207,1.4121266666666668,245.52333333333334,7.40045
38.4-7.10,wt,10,137.17000000000002,2.2861633333333335,25.70126666666667,35.96,41.333333333333336,974.5026666666666,-941.2793333333333,3,5.4799999999999995,2.378563333333333,1.2419063333333333,229.09766666666667,6.320783333333333
38.4-7.10,wt,16,308.6,5.145483333333334,76.99589999999999,53.906666666666666,24,1265.1033333333332,-921.2743333333333,2,1.32,2.9962,0.768525,518.27,13.5732
39.4-7.10,hom,2,41.57768,0.6931905333333334,7.951144666666666,10.133333333333333,14.666666666666666,671.1706666666668,-461.7026666666667,1.3333333333333333,5.693333333333333,2.0238133333333335,0.7973876166666667,70.17042666666666,1.8544803666666667
39.4-7.10,hom,6,1.7171536666666667,0.028619266666666667,0.16128403333333333,0,0,169.599,-169.599,0,0,2.5578733333333337,0.007191616666666667,0.391845,0.0363483
39.4-7.10,hom,10,10.935196666666666,0.182253,1.4353996666666666,1.0666666666666667,1.6666666666666667,378.16866666666664,-302.97766666666666,0,0,2.7088233333333336,0.12640823333333334,11.370076666666668,0.41992633333333335
39.4-7.10,hom,16,30.580133333333333,0.50988,8.063766666666668,5.533333333333333,7.666666666666667,1053.1616666666666,-992.864,0.3333333333333333,5.3999999999999995,2.7437466666666666,0.6535853333333334,29.526733333333333,1.133905
4.4-7.10,wt,4,93.15546666666667,1.5533166666666667,20.012533333333334,21.173333333333332,28.666666666666668,768.205,-538.704,3.3333333333333335,8.16,1.71088,1.1033516666666667,197.28900000000002,4.43705
