fish_id,Family,Trial,Genotype,Dist_travelled_total,Dist_travelled_mean,Dist_travelled_var,Velocity_mean,Velocity_var,Time_moving_total,Freq_moving,Acceleration_max,Acceleration_min,Acceleration_var,Freq_in_middle,Time_in_middle_total,Time_in_middle_mean,Time_in_middle_var,Dist_to_middle_total,Dist_to_middle_mean,Dist_to_middle_var,Mobility_total,Mobility_mean,Mobility_var,Meander_total,Meander_mean,Meander_var,Heading_mean,Heading_var,Dist_travelled_total.dark,Dist_travelled_mean.dark,Dist_travelled_var.dark,Velocity_mean.dark,Velocity_var.dark,Time_moving_total.dark,Freq_moving.dark,Acceleration_max.dark,Acceleration_min.dark,Acceleration_var.dark,Freq_in_middle.dark,Time_in_middle_total.dark,Time_in_middle_mean.dark,Time_in_middle_var.dark,Dist_to_middle_total.dark,Dist_to_middle_mean.dark,Dist_to_middle_var.dark,Mobility_total.dark,Mobility_mean.dark,Mobility_var.dark,Meander_total.dark,Meander_mean.dark,Meander_var.dark,Heading_mean.dark,Heading_var.dark
11.2-6.10,6.10,10,hom,2.2024666666666666,0.00146895,4.107343333333333e-4,0.0367238,0.2567086666666667,0,0,238.28766666666667,-238.28766666666667,322.70733333333334,1,60,60,0,0,0,0,144.836,0.09659256666666667,1.9782033333333333,0,0,0,79.02301,2799.8166666666666,84.2235,0.05614885,0.0262754,1.40372,16.42215,19.28,28,884.6624999999999,-463.5505,9029.375,5.5,20.54,3.812,12.544089999999999,1349.705,0.899801,0.89334,6866.51,4.577674999999999,197.089,4982.3150000000005,50.76285,8003.105,130.83915000000002,3044.8050000000003
12.2-6.10,6.10,1,hom,0.7197973333333333,4.79865e-4,1.039069e-4,0.011996616666666666,0.06494176666666666,0,0,142.64600000000002,-142.64600000000002,81.38556666666666,0,0,0,0,4230.9766666666665,2.82065,0.0022732066666666666,20.755000000000003,0.013836666666666667,0.11275160000000001,0,0,0,50.337,2670.2066666666665,43.93306666666667,0.029302033333333335,0.014911106666666667,0.7325510000000001,9.319469999999999,9.693333333333333,16.666666666666668,566.6483333333333,-581.1513333333334,5582.676666666666,4,14.026666666666666,3.3546033333333334,7.295176666666666,1598.0766666666666,1.0656626666666666,0.7906460000000001,3376.35,2.251923333333333,93.13303333333333,2598.9166666666665,59.503366666666665,10348.873333333333,120.5193,2813.47
12.2-6.10,6.10,4,hom,3.3349333333333333,0.00222445,5.392463333333333e-4,0.05561123333333333,0.337029,0,0,212.73766666666668,-212.73766666666668,407.8466666666667,0,0,0,0,3794.6266666666666,2.530336666666667,0.011917446666666666,293.4283333333333,0.19572,5.489743333333333,196.39833333333334,196.39833333333334,0,69.27369999999999,2855.3533333333335,62.434266666666666,0.0416746,0.02351076666666667,1.0418663333333333,14.694266666666667,13.666666666666666,22.666666666666668,955.9363333333333,-503.67133333333334,8177.956666666667,5.333333333333333,22.080000000000002,4.128,15.129399999999999,1262.387,0.8420806666666667,0.9026626666666667,4761.95,3.1785733333333335,138.15866666666668,2351.34,32.839,3906.775333333333,102.9468,3016.67
12.2-6.10,6.10,7,hom,4.786295,0.0031908630000000004,0.001951148,0.0797717,1.2194715,0.58,1,587.835,-587.835,1390.326,1,60,60,0,0,0,0,317.7851,0.21185655,10.102843,302.6705,100.89,31248.1,134.62650000000002,2309.7,78.2783,0.052209766666666664,0.026563533333333333,1.3052466666666667,16.602233333333334,21.85333333333333,40,957.8413333333333,-603.1806666666666,9410.876666666667,6.333333333333333,35.42666666666667,5.923426666666666,26.779933333333336,715.588,0.4771646666666667,0.5447893333333333,6272.483333333334,4.18363,167.593,2958.5233333333335,30.72833333333333,3556.626666666667,80.89313333333334,3025.4333333333334
12.2-6.10,6.10,10,hom,6.31549,0.00421281,0.0012357323333333334,0.10532033333333334,0.772331,0.14666666666666667,0.3333333333333333,258.6963333333333,-248.946,944.9663333333333,0,0,0,0,3785.8333333333335,2.524426666666667,0.006398463333333333,536.8216666666667,0.35807066666666665,10.498243333333333,184.3252,184.3252,0,56.76905666666667,2951.0266666666666,169.418,0.11302453333333333,0.0776781,2.825616666666667,48.548766666666666,32.879999999999995,34.666666666666664,1248.9573333333333,-845.8833333333333,28450.8,7.666666666666667,17.439999999999998,2.15426,16.441061,2250.7233333333334,1.5009113333333333,1.42132,12609.913333333334,8.412143333333333,381.41133333333335,5684.656666666667,33.265366666666665,2467.1433333333334,45.0156,3095.6433333333334
13.2-6.10,6.10,1,het,168.48250000000002,0.11232149999999999,0.09252145,2.8080350000000003,57.826049999999995,29.72,21,2020.875,-1273.69,30299.05,5.5,7.18,1.2386650000000001,1.315255,2755.26,1.83684,0.9456,11359.45,7.572965,346.548,3441.7,20.0624,1169.6645,82.7032,3037.06,92.79916666666666,0.061889266666666665,0.031685033333333334,1.5472333333333335,19.803133333333335,20.46666666666667,26.666666666666668,923.1583333333333,-640.7796666666667,13319.766666666666,3,9.306666666666667,3.01111,5.956343333333333,2824.3733333333334,1.8833633333333333,1.3120466666666666,6850.19,4.568473333333333,181.308,6183.743333333333,64.60026666666667,14836.49,73.26316666666666,2961.81
13.2-6.10,6.10,4,het,0.20934233333333332,1.3956166666666668e-4,2.9224833333333332e-5,0.0034890333333333335,0.018265533333333334,0,0,46.006,-46.006,22.8776,0,0,0,0,3355.076666666667,2.237216666666667,0.0016138966666666666,6.753133333333333,0.0045021,0.031036966666666665,0,0,0,51.42433333333333,581.7266666666667,57.417649999999995,0.038317699999999996,0.01464445,0.9579420000000001,9.15274,10.219999999999999,14.5,734.3115,-483.077,7780.41,3.5,26.12,6.412000000000001,47.50985,1514.84,1.0100185,0.7424419999999999,4012.12,2.67755,87.79124999999999,3533.835,73.21865,15453.2,72.21685,2834.675
13.2-6.10,6.10,7,het,0.6733466666666666,4.4889999999999996e-4,1.2009999999999999e-4,0.011222466666666667,0.07506233333333333,0,0,86.928,-86.928,94.30066666666666,0,0,0,0,3184.56,2.1230433333333334,0.041003333333395016,30.532366666666665,0.020354933333333335,0.32544066666666666,0,0,0,47.678666666666665,30.197566666666663,9.83369,0.006558506666666667,0.00448755,0.16396266666666667,2.8047199999999997,1.76,3.3333333333333335,826.6286666666666,-529.3043333333334,1897.5173333333332,0,0,0,0,2331.1633333333334,1.5543966666666666,0.10015746666666667,747.4743333333333,0.49849066666666664,26.722933333333334,252.04756666666668,31.372566666666668,863.7933333333333,72.2105,2738.9566666666665
13.2-6.10,6.10,10,het,13.3002,0.0088668,0.00277512,0.22167,1.73445,1.64,3,403.297,-352.4,1635.83,1,1.88,1.88,0,2637.58,1.75839,0.31986,1082.34,0.721558,22.574,1110.19,92.5156,12526.9,126.701,2216.46,49.36783333333333,0.0329242,0.015236699999999999,0.8231053333333334,9.522953333333334,7.04,11.666666666666666,862.7916666666666,-612.249,7865.61,4.666666666666667,22.32,6.734813333333333,6.620823333333333,1440.4286666666667,0.9606002666666666,0.7023045333333333,3685.45,2.457856666666667,91.90313333333333,3209.813333333333,82.14596666666667,23121.876666666667,93.08243333333334,2891.0233333333335
14.2-6.10,6.10,1,hom,15.069983333333333,0.010046676666666667,0.003267854,0.2511663,2.04241,2.8666666666666667,4.666666666666667,364.49833333333333,-311.3326666666667,1890.1439999999998,1,9.346666666666668,7.2,25.9584,2918.5533333333333,1.9457033333333333,0.8685018333333333,870.6253333333333,0.5804177666666667,14.841383333333333,844.2866666666667,52.76803333333333,22534.466666666667,94.56553333333333,2262.62,59.5043,0.0396849,0.021554633333333333,0.9921246666666667,13.47166,12.053333333333333,16.666666666666668,1178.363,-1018.4306666666668,9979.923333333332,2,3.493333333333333,2.8233333333333333,0.5071566666666667,2624.6066666666666,1.7501433333333334,0.9399363333333334,4307.096666666666,2.8725033333333334,97.9761,5227.5633333333335,89.21656666666667,28620.5,96.27973333333334,2934.8
14.2-6.10,6.10,4,hom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.116666666667,2.6973433333333334,9.123166698216834e-5,0,0,0,0,0,0,0,0,47.044866666666664,0.03139006666666667,0.011920883333333333,0.7847533333333333,7.45056,11.826666666666666,14.333333333333334,660.7306666666667,-482.312,6019.873333333333,3.6666666666666665,15.24,2.9114299999999997,14.7935,1162.3876666666667,0.7751706666666667,0.6942356666666667,3782.92,2.52412,93.59266666666666,4440.236666666667,87.31393333333334,23095.786666666667,84.59543333333333,3032.6833333333334
14.2-6.10,6.10,7,hom,3.605285,0.002403525,5.775999999999999e-4,0.0600881,0.361,0,0,172.474,-189.00549999999998,427.73749999999995,0,0,0,0,4088.755,2.72584,0.14520013999999998,200.328,0.1335519,2.143245,692.095,346.0475,30548.85,94.94555,2044.9250000000002,53.548033333333336,0.03571273333333333,0.0155871,0.8928186666666666,9.741946666666667,8.266666666666666,12.666666666666666,811.3553333333334,-506.8416666666667,7145.916666666667,3,21,6.68,32.49653333333333,1665.715,1.1105416666666668,1.0401893333333332,4248.163333333334,2.833346666666667,114.95653333333333,3827.4966666666664,72.4009,15267.626666666667,127.41593333333333,3085.2766666666666
14.2-6.10,6.10,10,hom,2.756111333333333,0.0018380943333333333,7.42221e-4,0.0459523,0.4638877,0.6133333333333333,1,246.422,-269.73199999999997,319.85716666666667,0.6666666666666666,34.333333333333336,34.333333333333336,0,161.9347,0.10796313333333334,0.08538765000000001,215.1295,0.14346083333333334,6.853054333333334,167.962,76.7913,1910.6966666666667,63.29043333333333,1867.5366666666666,92.4401,0.06162655,0.038853,1.5406665,24.28309,15,13.5,1684.39,-1098.7825,14415.015,3.5,3.7399999999999998,0.923335,1.032455,2541.61,1.694405,0.8499185,6683.305,4.455525,188.9576,4153.785,86.2903,27139.155,18.955135,2951.44
15.2-6.10,6.10,1,wt,67.521485,0.045014139999999994,0.05309556050000001,1.12535475,33.1847875,9.14,5,1422.6785,-1033.4885,18906.4425,0.5,0.04,0.04,0,3837.495,2.5583299999999998,0.44689256499999996,4107.12705,2.73808805,137.951189,2758.225,26.77885,12830,43.403800000000004,3168.25,142.2511,0.09486303333333333,0.051009533333333336,2.371573333333333,31.880933333333335,27.88,30.666666666666668,1144.571,-758.4843333333333,20034.533333333333,4.666666666666667,8.933333333333334,2.3029633333333335,2.031703333333333,2643.83,1.7629733333333333,1.0625170000000002,10319.380000000001,6.881836666666667,267.55066666666664,10027.946666666667,68.82196666666667,17222.33,102.68243333333334,3026.1466666666665
