fish_id,Genotype,Trial,Dist_travelled_total,Dist_travelled_mean,Dist_travelled_var,Velocity_mean,Velocity_var,Time_moving_total,Freq_moving,Acceleration_max,Acceleration_min,Acceleration_var,Freq_in_middle,Time_in_middle_total,Time_in_middle_mean,Time_in_middle_var,Dist_to_middle_total,Dist_to_middle_mean,Dist_to_middle_var,Mobility_total,Mobility_mean,Mobility_var,Meander_total,Meander_mean,Meander_var,Heading_mean,Heading_var
1.2-6.10,wt,1,126.01263333333333,0.08400843333333333,0.06127113333333333,2.10021,38.294466666666665,28.013333333333332,41.333333333333336,1776.1866666666667,-1114.1750000000002,20735.666666666668,3,5.946666666666667,2.0544433333333334,3.6172866666666668,2989.9266666666667,1.9932800000000002,1.0093763333333334,9073.363333333333,6.0489033333333335,276.3993333333333,4841.446666666667,42.3937,12824.853333333334,82.33133333333333,3044.016666666667
1.2-6.10,wt,4,34.418765,0.022948912000000002,0.015482899666666666,0.5737229666666667,9.6768078,7.146666666666667,12.333333333333334,621.3316666666666,-534.8463333333333,4942.976333333334,1.3333333333333333,7.8933333333333335,4.08889,2.70631,3379.833333333333,2.2537533333333335,0.8974798766666667,2684.2484666666664,1.7897390666666666,91.83642,716.2796666666667,27.84466666666667,904.5236666666667,99.41726666666666,2639.88
1.2-6.10,wt,7,3.2739103333333333,0.0021826046666666666,0.0011424020333333333,0.054565293333333334,0.714,0.38666666666666666,0.3333333333333333,454.46233333333333,-336.23400000000004,569.0776666666667,0,0,0,0,3013.9456666666665,2.009297,0.38319711,217.35093333333336,0.14490053333333333,5.689630999999999,224.46266666666668,28.0578,3240.0066666666667,86.6504,1111.4054
1.2-6.10,wt,10,1.321488,8.812133333333333e-4,2.0668433333333335e-4,0.022030333333333332,0.1291777,0,0,114.658,-114.658,141.80716666666666,0,0,0,0,4431.5599999999995,2.9550366666666665,0.0037368040001561327,52.0861,0.034730166666666666,0.3647742333333333,505.33,252.66566666666665,1810.6366666666665,52.3759,1098.1314333333335
10.2-6.10,hom,1,6.717362666666667,0.004478240666666667,0.0017973149999999999,0.11195603333333334,1.1233231666666668,1.0533333333333335,2,370.7146666666667,-394.2366666666667,884.3487666666666,0,0,0,0,3360.2200000000003,2.2401466666666665,0.41017797266666667,551.9121666666666,0.3679404333333333,15.736109,575.7633333333333,31.986766666666668,7697.566666666667,80.7002,2618.5533333333333
10.2-6.10,hom,4,3.928402666666667,0.002619645,7.630055e-4,0.06549124333333334,0.4768769333333333,0,0,234.83966666666666,-227.12433333333334,470.7536,0,0,0,0,3117.9766666666665,2.0791233333333334,0.14257725023333334,249.22660000000002,0.1661933,4.069589,256.485,146.88186666666667,572.3766666666667,37.082103333333336,1978.07
10.2-6.10,hom,7,0.38012333333333337,2.534153333333333e-4,7.732e-5,0.006335400000000001,0.048325,0,0,86.61133333333333,-54.655,41.60933333333333,0,0,0,0,2099.26,1.39951,0.047780666666666666,37.848,0.025232033333333334,1.6194333333333333,78.651,78.651,0,30.39616666666667,149.94433333333333
10.2-6.10,hom,10,1.2072066666666668,8.048066666666667e-4,1.9885633333333332e-4,0.020120100000000002,0.12428533333333333,0,0,130.632,-130.632,124.36133333333333,0,0,0,0,4187.993333333333,2.792613333333333,0.0017485633333333334,94.00766666666668,0.06267173333333334,1.88182,449.7434666666667,241.21880000000002,27084.033333333336,60.99786666666667,1317.8666666666666
11.2-6.10,hom,1,1.3890666666666667,9.260466666666667e-4,2.48427e-4,0.023151133333333334,0.155267,0.12,0.3333333333333333,141.362,-133.67066666666668,150.54233333333335,0,0,0,0,2671.44,1.7809566666666667,0.07268133333333333,91.99633333333334,0.061330866666666664,1.7118033333333333,71.15976666666667,49.30833333333333,336.7966666666667,26.0049,509.4273333333333
11.2-6.10,hom,4,0.38147233333333336,2.5450533333333335e-4,5.91937e-5,0.0063626333333333335,0.03699606666666667,0,0,107.359,-107.359,46.338166666666666,0,0,0,0,4879.513333333333,3.2537166666666666,0.0032966733333333336,14.241633333333333,0.009503233333333333,0.13078420000000002,0,0,0,87.36,348.9506666666666
11.2-6.10,hom,7,16.662607666666666,0.011108393999999999,0.005392049733333333,0.27771036666666665,3.3700381666666663,3.5999999999999996,7.333333333333333,363.505,-312.6646666666667,1921.9181666666668,0.6666666666666666,1.4133333333333333,0.7066666666666667,0.10666666666666667,3361.8933333333334,2.24126,0.4523040933333333,1394.7838333333334,0.9298546666666666,43.87385233333333,816.794,26.769233333333332,1440.0333333333333,69.28646666666667,2286.1
11.2-6.10,hom,10,2.2024666666666666,0.00146895,4.107343333333333e-4,0.0367238,0.2567086666666667,0,0,238.28766666666667,-238.28766666666667,322.70733333333334,1,60,60,0,0,0,0,144.836,0.09659256666666667,1.9782033333333333,0,0,0,79.02301,2799.8166666666666
12.2-6.10,hom,1,0.7197973333333333,4.79865e-4,1.039069e-4,0.011996616666666666,0.06494176666666666,0,0,142.64600000000002,-142.64600000000002,81.38556666666666,0,0,0,0,4230.9766666666665,2.82065,0.0022732066666666666,20.755000000000003,0.013836666666666667,0.11275160000000001,0,0,0,50.337,2670.2066666666665
12.2-6.10,hom,4,3.3349333333333333,0.00222445,5.392463333333333e-4,0.05561123333333333,0.337029,0,0,212.73766666666668,-212.73766666666668,407.8466666666667,0,0,0,0,3794.6266666666666,2.530336666666667,0.011917446666666666,293.4283333333333,0.19572,5.489743333333333,196.39833333333334,196.39833333333334,0,69.27369999999999,2855.3533333333335
12.2-6.10,hom,7,4.405966666666666,0.002937312,0.0016313656666666666,0.07343286666666667,1.019606,0.72,1.3333333333333333,498.122,-498.122,1116.7583333333334,1,60,60,0,0,0,0,329.4964,0.21966436666666667,9.699452,466.25,155.41666666666669,57678.066666666666,130.678,2266.65
12.2-6.10,hom,10,6.31549,0.00421281,0.0012357323333333334,0.10532033333333334,0.772331,0.14666666666666667,0.3333333333333333,258.6963333333333,-248.946,944.9663333333333,0,0,0,0,3785.8333333333335,2.524426666666667,0.006398463333333333,536.8216666666667,0.35807066666666665,10.498243333333333,184.3252,184.3252,0,56.76905666666667,2951.0266666666666
13.2-6.10,het,1,112.99483333333333,0.07532977666666667,0.06178163333333333,1.8832427666666667,38.613616666666665,19.813333333333333,14,1401.056,-902.9326666666666,20271.030666666666,3.6666666666666665,4.786666666666667,0.8257766666666667,0.8768366666666667,2542.35,1.6948999999999999,0.6305477340000001,7593.9223,5.062613766666667,231.16354766666666,2586.4016666666666,305.30993333333333,779.7763333333334,81.82776666666666,2999.8033333333333
13.2-6.10,het,4,0.20934233333333332,1.3956166666666668e-4,2.9224833333333332e-5,0.0034890333333333335,0.018265533333333334,0,0,46.006,-46.006,22.8776,0,0,0,0,3355.076666666667,2.237216666666667,0.0016138966666666666,6.753133333333333,0.0045021,0.031036966666666665,0,0,0,51.42433333333333,581.7266666666667
13.2-6.10,het,7,0.6733466666666666,4.4889999999999996e-4,1.2009999999999999e-4,0.011222466666666667,0.07506233333333333,0,0,86.928,-86.928,94.30066666666666,0,0,0,0,3184.56,2.1230433333333334,0.041003333333395016,30.532366666666665,0.020354933333333335,0.32544066666666666,0,0,0,47.678666666666665,30.197566666666663
13.2-6.10,het,10,7.532536666666667,0.0050239966666666665,0.0015666233333333332,0.1255997,0.9791383333333333,0.92,1.6666666666666667,329.636,-270.319,878.9706666666666,1.3333333333333333,38.81333333333333,29.72,230.64,894.1268333333333,0.5960923333333333,0.10979686333333333,632.7078,0.4220282,14.41732,707.3166666666667,64.56386666666667,7422.63,72.75346666666667,1890.869
14.2-6.10,hom,1,15.069983333333333,0.010046676666666667,0.003267854,0.2511663,2.04241,2.8666666666666667,4.666666666666667,364.49833333333333,-311.3326666666667,1890.1439999999998,1,9.346666666666668,7.2,25.9584,2918.5533333333333,1.9457033333333333,0.8685018333333333,870.6253333333333,0.5804177666666667,14.841383333333333,844.2866666666667,52.76803333333333,22534.466666666667,94.56553333333333,2262.62
14.2-6.10,hom,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.116666666667,2.6973433333333334,9.123166698216834e-5,0,0,0,0,0,0,0,0
14.2-6.10,hom,7,5.575279999999999,0.003716853333333333,8.926299999999999e-4,0.0929214,0.5578943333333333,0,0,186.28233333333333,-203.334,631.525,0,0,0,0,4300.973333333333,2.86732,0.10056199333333332,345.73400000000004,0.23048926666666666,3.8309766666666665,1938.2566666666667,476.84166666666664,33306.299999999996,80.32706666666667,2400.7733333333335
14.2-6.10,hom,10,2.756111333333333,0.0018380943333333333,7.42221e-4,0.0459523,0.4638877,0.6133333333333333,1,246.422,-269.73199999999997,319.85716666666667,0.6666666666666666,34.333333333333336,34.333333333333336,0,161.9347,0.10796313333333334,0.08538765000000001,215.1295,0.14346083333333334,6.853054333333334,167.962,76.7913,1910.6966666666667,63.29043333333333,1867.5366666666666
15.2-6.10,wt,1,46.30807333333333,0.030871926666666664,0.03559382266666667,0.771799,22.246180666666667,6.093333333333334,3.3333333333333335,1004.1516666666666,-744.6916666666667,12750.541666666666,0.3333333333333333,0.02666666666666667,0.02666666666666667,0,3853.326666666667,2.5688833333333334,0.29957256,2780.778366666667,1.8538544333333333,92.24304866666667,2106.7976666666664,285.8335666666667,8553.333333333334,48.965633333333336,3133.096666666667
15.2-6.10,wt,4,39.24451333333333,0.026164683333333334,0.022430667666666668,0.6541162333333334,14.019150000000002,7.013333333333333,3.3333333333333335,1114.444,-831.2606666666667,9680.578666666666,0.6666666666666666,2.0933333333333333,1.0466666666666666,4.86,4158.306666666666,2.7728433333333333,0.3746617033333333,2881.617,1.9211845333333333,84.78624333333333,2733.3463333333334,64.0254,13442.300000000001,126.51783333333334,2740.0066666666667
15.2-6.10,wt,7,2.486050666666667,0.0016573669999999999,6.143561e-4,0.04143417666666667,0.3839722333333333,0.3066666666666667,0.3333333333333333,223.276,-200.63533333333334,272.38623333333334,0,0,0,0,4138.7,2.759133333333333,0.009583377,167.79319,0.11186223666666667,4.264484733333334,102.03166666666667,42.3301,1777.2166666666665,74.63213333333334,1363.852
15.2-6.10,wt,10,59.278133333333336,0.04005998666666667,0.2696855033333333,1.0014996666666667,168.55360333333334,3.7866666666666666,5,3143.6983333333333,-4008.956,165711.25666666665,1,0.05333333333333333,0.03333333333333333,2.666666666666667e-4,2786.2633333333333,1.8708733333333334,0.18267766666666665,2561.383333333333,1.7728116666666667,131.0881,1716.0693333333334,315.9236666666667,46734.9,86.90106666666667,3073.5266666666666
16.2-6.10,wt,1,4.42814,0.0029520933333333334,0.0012919263333333333,0.07380243333333333,0.807455,0.37333333333333335,0.6666666666666666,390.75966666666665,-256.8316666666667,598.6366666666667,0.3333333333333333,11.026666666666666,11.026666666666666,0,2558.3573333333334,1.7055726666666666,0.15297428999999999,192.67373333333333,0.1284491,3.970429666666667,288.8587,264.4148,81.68666666666667,78.2155,2266.9953333333333
16.2-6.10,wt,4,1.4218866666666667,9.488189999999999e-4,2.1351166666666666e-4,0.023720500000000002,0.13344466666666666,0,0,102.71600000000001,-102.71600000000001,159.42466666666667,0,0,0,0,4591.66,3.0617733333333335,0.00325084,68.2557,0.045548200000000004,0.7355536666666667,2.32761,2.32761,0,21.84716333333333,1486.8466666666666
16.2-6.10,wt,7,1.3802366666666668,9.20159e-4,2.16872e-4,0.023003933333333334,0.13554466666666667,0,0,193.94566666666665,-193.94566666666665,170.104,0,0,0,0,3710.4366666666665,2.4736233333333333,9.866243333333333e-4,66.6105,0.044407,1.0315083333333332,0,0,0,93.60466666666666,2758.5233333333335
16.2-6.10,wt,10,0.696176,4.6432900000000003e-4,1.1060166666666666e-4,0.011608233333333332,0.06912593333333333,0,0,122.75466666666667,-122.75466666666667,86.706,0,0,0,0,2651.5133333333333,1.7680933333333333,0.004832953333333333,36.08086666666667,0.024063833333333333,0.4763133333333333,0,0,0,88.51566666666666,1151.6399999999999
17.2-6.10,het,1,91.48803333333333,0.060992033333333334,0.04382166666666667,1.5248,27.388533333333335,17.946666666666665,13.333333333333334,2026.8700000000001,-1583.7673333333335,16771.8,1.3333333333333333,2.333333333333333,1.38,0.4056,3956.753333333333,2.637836666666667,0.5036856666666667,6115.173333333333,4.07678,163.02033333333333,2448.71,26.9676,4148.165666666667,108.4289,2889.52
17.2-6.10,het,4,53.739875999999995,0.03587148266666666,0.024590781066666664,0.89678382,15.369239833333333,8.973333333333334,5,750.0363333333333,-524.8696666666667,8776.050333333333,1,7.466666666666667,5.973333333333334,8.833066666666666,2996.7623333333336,1.998364,0.5934249369333333,3978.8284500000004,2.6558211899999997,119.58225603333334,1947.179,41.73566666666667,3646.2066666666665,61.4752,1450.13
17.2-6.10,het,7,2.4527166666666664,0.001635142,5.049076666666667e-4,0.040878566666666664,0.31556816666666665,0.19999999999999998,0.3333333333333333,233.10399999999998,-189.618,254.381,0,0,0,0,1802.319,1.2015493333333334,0.16461703666666666,193.74563333333333,0.12916396666666666,4.808526666666666,239.2687666666667,67.2631,11289.533333333333,37.93154966666667,1893.2666666666667
17.2-6.10,het,10,2.0076026666666666,0.0013388739999999999,3.3148300000000004e-4,0.033471799999999996,0.20717683333333334,0,0,200.65566666666666,-200.65566666666666,260.84833333333336,1,60,60,0,0,0,0,146.39553333333333,0.09763326666666666,2.27968,0,0,0,131.64773333333332,3111.9666666666667
18.2-6.10,hom,1,6.342253333333334,0.0042281766666666665,0.0018587866666666666,0.10570443333333333,1.1617433333333334,1.1866666666666668,2,437.039,-345.146,807.9803333333333,0.3333333333333333,5.640000000000001,5.640000000000001,0,3406.1466666666665,2.270763333333333,0.47132967000000003,401.4033333333333,0.267602,10.920720000000001,571.6417333333334,112.12903333333334,41512.32753333334,17.375153333333333,2431.7966666666666
18.2-6.10,hom,4,14.162986666666667,0.009442746666666666,0.004755730666666667,0.23606850000000001,2.972332333333333,1.9866666666666666,2,440.07233333333335,-323.43466666666666,1800.1993333333335,1,13.746666666666666,9.3,110.94,1179.3234333333332,0.7862236333333333,0.7439947076666666,1104.4376666666667,0.7363563333333334,32.47007,666.4588,49.714999999999996,3068.1566666666663,73.14856666666667,1533.4303333333332
18.2-6.10,hom,7,28.152556333333333,0.018768382,0.009256280066666666,0.4692086833333333,5.7851875,5.266666666666667,2.6666666666666665,320.65933333333334,-254.524,3007.1143333333334,0,0,0,0,4636.196666666667,3.090796666666667,0.0429023841,2082.372933333333,1.3882497,55.90635366666667,1280.0933333333335,13.764433333333335,2182.2066666666665,84.50743333333334,2978.9166666666665
