fish_id,Genotype,Position,Tray,Trial,Time,Bin,Distance_travelled,Velocity_mean,Velocity_var,Time_moving,Freq_moving,Acceleration_max,Acceleration_min,Freq_in_middle,Time_in_middle,Dist_to_middle_mean,Dist_to_middle_var,Mobility_var,Mobility_mean
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,4,10.4609,0.174349,2.19633,2.52,4,598.046,-501.837,1,16.92,1.79436,1.39864,18.9079,0.434786
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,6,249.401,4.16223,58.9891,40.64,12,1820.75,-1599.73,3,1.64,2.71243,0.7369,389.021,11.1195
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,7,280.403,4.67339,47.499,49.72,18,1108.12,-591.678,3,1.8,2.80071,0.69284,365.531,12.6914
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,8,232.151,3.86918,48.1784,43.4,24,2915.24,-1824.38,4,3.52,2.56498,1.23428,281.325,9.80117
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,10,132.852,2.2142,37.2573,22.56,8,1050.67,-948.816,0,0,3.48634,0.0550427,246.947,5.80876
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,11,0,0,0,0,0,0,0,0,0,3.47452,2.68067e-5,0,0
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,12,0,0,0,0,0,0,0,0,0,3.46792,0,0,0
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,13,0,0,0,0,0,0,0,0,0,3.4757,1.8953e-4,0,0
18.2-6.10,hom,C6,5,1,1899-12-31T07:00:00Z,14,0,0,0,0,0,0,0,0,0,3.50004,7.69339e-13,0,0
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,1,8.3179,0.138632,1.71039,2,3,576.686,-322.828,0,0,2.65751,0.130991,15.1393,0.368598
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,2,2.27991,0.0379986,0.343282,0.44,1,321.204,-274.092,0,0,1.06607,0.641983,4.07945,0.114097
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,3,2.50405,0.0417899,0.306025,0,0,270.41,-270.41,1,14.56,0.0360509,5.21123e-4,5.72696,0.148182
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,4,37.705,0.628417,8.26769,5.52,5,728.603,-425.802,2,26.68,1.25655,1.58948,87.6038,1.94679
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,5,147.085,2.45141,43.0433,28.16,23,1987.34,-1587.68,7,17.96,1.4096,1.69812,298.485,6.94656
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,6,117.43,1.9624,23.6805,33.08,48,756.7,-585.079,6,19.6,1.52309,1.93857,228.338,5.99865
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,7,137.92,2.29867,28.1431,29.44,25,1305.26,-882.149,4,5.6,2.21147,1.07067,244.437,6.60644
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,8,145.976,2.43294,25.783,33.92,30,1068.76,-501.015,0,0,2.65861,0.568551,227.777,6.99056
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,9,159.953,2.66588,26.4542,37.96,32,819.061,-838.287,4,5.48,2.67824,1.24021,258.457,7.79
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,10,38.8593,0.647656,8.65126,4.4,2,497.855,-434.25,0,0,3.29717,0.0275638,47.1569,1.51554
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,11,1.88994,0.0315411,0.186948,0,0,163.864,-163.864,0,0,3.22832,0.00421676,0.934772,0.065968
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,12,4.80749,0.0801249,4.24249,0.28,1,1920.88,-1497.36,0,0,3.2792,0.00124634,11.6807,0.16534
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,13,163.395,2.72325,50.2068,27.64,16,2106.67,-1349.91,4,2.76,3.23652,1.13904,261.935,6.80734
18.2-6.10,hom,C6,5,4,1899-12-31T08:12:00Z,14,0,0,0,0,0,0,0,0,0,3.96517,2.52112e-5,0,0
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,0,8.21717,0.137595,1.31628,1.44,3,419.312,-382.661,0,0,1.76945,0.0510131,32.9857,0.604522
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,1,205.881,3.43823,36.7234,48.8,29,1504.49,-914.926,2,3.28,3.19365,1.04233,341.975,10.3018
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,2,81.4327,1.35721,17.0621,15.8,8,661.238,-462.832,0,0,3.12347,0.126501,166.344,4.06513
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,3,0.415989,0.00693315,0.0360495,0,0,133.214,-133.214,0,0,3.0655,6.12723e-5,0.231011,0.0173865
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,4,2.60898,0.0434829,0.257413,0,0,167.526,-167.526,0,0,3.08342,0.00214488,1.14405,0.0822326
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,5,68.5738,1.14442,27.1479,10.48,11,2371.27,-1300.66,2,3.72,1.85809,0.606047,119.366,2.80486
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,6,130.937,2.18228,23.5322,30.88,27,1087.73,-611.093,2,1.36,2.65261,0.667888,213.264,6.34914
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,7,148.854,2.4809,26.2987,32.72,30,1357.95,-648.926,5,5.16,2.36526,1.42532,224.966,6.84093
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,8,180.144,3.00641,26.3923,44.12,35,739.452,-672.119,3,2,3.23297,0.835643,209.763,7.82537
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,9,212.779,3.54631,33.7668,50.24,23,1412.92,-633.525,3,4.44,2.55632,1.26593,265.804,9.57014
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,10,52.3184,0.871974,12.9085,10.28,8,749.54,-824.142,1,0.08,2.93715,0.194055,73.2786,2.12772
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,11,5.21686,0.0870638,0.634227,0.4,1,225.529,-225.529,0,0,2.7743,0.00140927,5.17218,0.248237
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,12,19.3037,0.322158,2.18738,2.8,5,228.286,-222.893,0,0,2.81037,0.00290972,21.4208,1.00386
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,13,34.3687,0.572812,3.55988,9.24,19,233.676,-198.818,0,0,2.84432,0.00486534,35.3372,1.76613
18.2-6.10,hom,C6,5,7,1899-12-31T09:03:00Z,14,19.1733,0.319555,1.93393,2.24,5,195.061,-201.303,0,0,2.78882,0.00334089,18.8783,0.986175
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,0,4.34106,0.0727877,0.44473,0,0,215.778,-215.778,0,0,1.06156,0.00110289,8.94021,0.294793
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,1,4.65343,0.0775572,0.450003,0,0,181.039,-181.039,0,0,1.0193,0.00666365,5.68519,0.250042
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,2,4.68594,0.078099,0.486397,0,0,182.821,-215.004,0,0,1.04348,0.00511417,8.63726,0.293192
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,3,1.81068,0.0302183,0.171119,0,0,165.38,-165.38,0,0,1.03407,0.00481025,2.43601,0.0980397
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,4,0.506743,0.00844572,0.0534706,0,0,160.372,-160.372,0,0,0.972899,0.00266762,0.177507,0.0153556
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,5,81.593,1.35988,17.0692,20.44,31,1265.48,-828.947,6,20.72,0.752603,0.656475,164.28,3.94596
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,6,87.8752,1.46654,14.859,24.16,34,1037.66,-617.083,6,16.96,1.18887,1.17689,163.358,4.25015
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,7,115.003,1.91671,21.5407,30.72,34,978.78,-566.288,6,10.6,1.64905,1.36788,197.968,5.36682
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,8,129.632,2.16053,21.4533,36.12,47,699.526,-707.447,3,5.68,2.76215,1.35205,206.856,6.04638
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,9,107.009,1.78586,17.7174,27.12,42,585.45,-461.945,5,9.4,1.81527,1.40856,176.68,4.88131
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,10,16.9311,0.282185,2.97224,2.6,2,565.023,-349.758,0,0,3.38895,0.048853100000000003,26.4798,0.773979
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,11,0.737022,0.012333,0.0769631,0,0,181.872,-142.947,0,0,3.44115,4.2523e-4,0.557674,0.0327003
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,12,0.41403,0.0069005,0.0356893,0,0,129.856,-129.856,0,0,3.4556,0.00160182,0.22994,0.0162463
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,13,0.502191,0.00836985,0.0533001,0,0,176.225,-176.225,0,0,3.49718,0.00152052,0.301255,0.0175038
18.2-6.10,hom,C6,5,10,1899-12-31T10:41:00Z,14,0.41214,0.00686899,0.0353859,0,0,132.018,-132.018,0,0,3.41622,0.00126999,0.0899528,0.0102125
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,0,0.92394,0.0156282,0.0901088,0,0,148.85,-148.85,0,0,3.25205,0.00107392,1.78963,0.0681306
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,1,0,0,0,0,0,0,0,0,0,3.21822,6.12802e-13,0,0
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,2,1.3374,0.02229,0.125896,0,0,178.142,-178.142,0,0,3.23108,0.00182081,2.44784,0.0871615
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,3,0,0,0,0,0,0,0,0,0,3.23741,4.96309e-13,0,0
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,4,0,0,0,0,0,0,0,0,0,3.23741,4.96309e-13,0,0
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,5,55.2508,0.920847,16.4048,11.92,18,1422.26,-854.891,3,5.88,2.04204,0.934833,131.646,2.69809
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,6,33.7748,0.563664,10.5515,5.84,8,1102.86,-635.665,2,7.56,1.54602,1.9608,74.7009,1.47678
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,7,14.6829,0.244715,1.98282,1.44,3,395.267,-395.267,1,11.24,0.866763,0.440536,14.8416,0.611876
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,8,25.8331,0.430551,4.99026,4.04,8,784.731,-508.077,3,5.44,1.43975,0.704432,47.204,1.20536
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,9,33.4737,0.55864,5.39846,6.16,13,485.876,-393.81,3,9.56,0.982072,0.596979,56.2184,1.65401
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,10,6.86525,0.114421,0.859339,1.04,2,307.795,-307.795,0,0,2.68228,0.175948,4.1806,0.249324
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,11,0.505325,0.00843332,0.106539,0,0,315.828,-315.828,0,0,2.716,0.0651406,0.398653,0.0163133
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,12,0.780988,0.0130165,0.0855898,0,0,187.211,-187.211,0,0,2.32863,0.0116482,0.363871,0.0249335
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,13,2.32831,0.0388571,0.228904,0,0,177.724,-177.724,0,0,2.09832,0.038475,0.71116,0.0602897
19.2-6.10,het,D1,5,1,1899-12-31T07:00:00Z,14,2.78031,0.0463385,0.273955,0,0,215.663,-215.663,0,0,1.48911,0.0968368,0.781824,0.0645678
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,0,3.2641,0.0546568,0.347251,0,0,215.531,-215.531,0,0,2.76682,0.00452079,8.38598,0.258499
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,1,3.85692,0.064282,0.422467,0,0,232.425,-232.425,0,0,2.79461,0.00259413,10.9799,0.303575
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,2,2.63302,0.0438837,0.29404,0,0,221.97,-221.97,0,0,2.83745,0.0033723,8.16502,0.222019
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,3,3.79027,0.0632555,0.407454,0,0,205.547,-205.547,0,0,2.79722,0.00318396,9.77953,0.291251
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,4,3.89713,0.0649521,0.603306,0,0,395.491,-395.491,0,0,2.71525,0.00600199,12.7238,0.256448
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,5,42.4039,0.706731,13.039,7.04,12,1437,-792.522,4,8.72,1.22154,0.942604,130.098,2.40387
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,6,18.2249,0.30456,3.93392,1.6,3,831.472,-603.101,2,15.68,1.12631,1.05039,32.6145,0.842792
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,7,15.0642,0.25107,1.87,0,0,347.646,-339.184,3,18.84,0.34363,0.124644,27.8689,0.754088
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,8,11.6219,0.193698,1.82746,1.04,2,435.392,-410.265,1,37.04,0.320921,0.213905,22.1036,0.586616
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,9,25.0831,0.418051,4.71144,3.12,6,1211.73,-568.078,0,0,1.73508,0.791149,32.1271,1.06274
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,10,15.0694,0.251157,2.15545,3.2,8,364.977,-364.977,0,0,2.38956,0.0801671,20.5092,0.735584
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,11,0.868009,0.0144861,0.0788206,0,0,145.701,-145.701,0,0,2.22066,2.82114e-4,0.145003,0.0152999
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,12,2.11909,0.0353181,0.323505,0,0,392.653,-392.653,0,0,2.22486,0.0101201,1.60186,0.0771832
19.2-6.10,het,D1,5,4,1899-12-31T08:12:00Z,13,19.1948,0.319913,4.94979,3.4,3,807.458,-868.287,1,45.8,0.673554,1.47174,21.9465,0.629189
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,0,0.897975,0.0150364,0.0842506,0,0,143.548,-143.548,0,0,3.11762,0.00140724,1.22153,0.0564315
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,1,1.32525,0.0221317,0.122143,0,0,148.638,-148.638,0,0,3.10557,0.00248286,2.21757,0.0915244
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,2,2.50045,0.0416742,0.236691,0,0,163.883,-163.883,0,0,3.10541,0.00276592,5.27864,0.187361
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,3,24.3529,0.406424,11.8115,3.84,4,1200.16,-1248.97,0,0,2.853,0.192396,72.6853,1.15591
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,4,0,0,0,0,0,0,0,0,0,2.19728,5.64263e-14,0,0
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,5,29.8035,0.497388,7.07663,3.24,6,922.535,-584.16,3,23.84,0.598234,0.577055,87.2728,1.72547
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,6,34.3696,0.572826,7.81591,6.04,8,1098.83,-630.782,1,6.72,2.04901,0.868118,72.6744,1.7174
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,7,11.4151,0.190252,2.29636,2.24,3,479.759,-405.128,0,0,2.35473,0.817912,30.6329,0.645299
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,8,21.9234,0.365878,5.63897,2.68,2,956.072,-506.386,1,0.4,1.63397,0.332702,41.3986,0.918113
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,9,12.4142,0.206904,1.42147,0.52,1,251.926,-351.365,0,0,2.28417,0.23746,7.33852,0.439345
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,10,13.9021,0.231701,5.06959,2.28,4,1061.4,-850.428,0,0,1.97256,0.285587,34.0009,0.635814
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,11,2.79223,0.0465994,0.610036,0.4,1,393.875,-264.654,0,0,1.62084,0.00840679,4.62973,0.115836
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,12,7.34294,0.122546,1.37518,1.88,3,573.04,-436.452,0,0,2.52025,0.0225033,11.5271,0.322064
19.2-6.10,het,D1,5,7,1899-12-31T09:03:00Z,13,3.28659,0.0547765,1.80679,0.56,1,770.096,-856.18,1,2.28,2.48927,0.249238,9.99897,0.132806
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,0,15.1526,0.254068,7.58956,2.16,2,1233.43,-1264.94,1,2.08,1.971,1.2522,42.3418,0.642992
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,5,120.236,2.00394,25.5322,22.24,14,850.363,-597.007,6,30.76,0.727816,1.20432,258.249,6.25947
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,6,64.9766,1.08439,11.9024,16.44,23,883.463,-565.933,3,21.68,1.29547,1.56516,110.704,3.24472
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,7,41.2563,0.687606,8.78086,9.12,14,863.418,-648.041,2,28.08,1.31442,1.77748,83.4079,1.99862
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,8,43.4103,0.723504,8.97702,9.72,20,673.292,-600.459,4,29.44,0.488227,0.525475,94.4125,2.2251
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,9,45.6236,0.761408,8.39024,8.32,16,744.265,-525.224,3,12.68,0.897266,0.686323,97.2683,2.41551
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,10,52.9234,0.882057,15.2335,9.44,8,2068.76,-1632.78,0,0,3.04025,0.236681,90.7333,2.49575
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,11,5.05184,0.0845355,0.536808,0,0,202.839,-202.839,0,0,3.16966,0.0133384,5.61319,0.254757
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,12,9.57998,0.159666,6.53495,0.68,1,2177.16,-1189.87,0,0,2.97053,0.00218536,14.9669,0.332421
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,13,1.95478,0.0325797,0.269812,0,0,258.553,-258.553,0,0,2.93465,0.0024365,3.87407,0.123916
19.2-6.10,het,D1,5,10,1899-12-31T10:41:00Z,14,6.26997,0.1045,1.27695,1.04,1,353.832,-269.586,0,0,1.77989,0.697176,12.0964,0.305448
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,0,153.274,2.5926,39.4737,34.36,20,2125.55,-1600.9,2,1.2,2.76413,0.331084,351.366,8.61971
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,1,196.981,3.28301,37.1973,47.36,25,1479.78,-994.714,1,0.32,2.92995,0.436152,396.94,10.9567
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,2,215.438,3.59063,55.283,46.6,21,2497,-1144.88,0,0,3.23097,0.110301,439.903,11.2183
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,3,224.333,3.73889,72.8829,38.88,21,1951.13,-1317.76,0,0,3.01106,0.237548,450.506,10.6282
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,11,19.9739,0.333343,8.27829,3.04,2,1582.31,-1150.56,1,0.32,2.41394,0.338245,38.6892,0.841042
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,12,17.149,0.285817,8.21623,1.64,2,1629.25,-924.384,1,0.64,1.98285,0.4318,33.2297,0.5762
20.2-6.10,wt,D2,5,1,1899-12-31T07:00:00Z,13,141.023,2.35352,24.8031,35.96,18,1326.74,-670.434,2,4.48,2.91957,0.919945,176.157,6.23484
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,0,10.8318,0.181377,1.49087,0,0,467.357,-467.357,0,0,3.08409,0.00398916,29.7554,0.790303
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,1,5.60004,0.093334,0.850294,1.04,2,372.644,-372.644,0,0,3.02643,0.00614005,9.88313,0.318248
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,2,7.69311,0.128219,0.895858,0,0,343.785,-343.785,0,0,3.04885,0.00443719,12.6869,0.465448
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,3,9.50525,0.158632,1.2293,0.88,2,233.707,-339.089,0,0,1.43944,0.530046,24.0328,0.599242
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,4,98.6292,1.64382,35.0864,17.72,12,1248.52,-1124.36,1,6.4,1.96471,1.22208,238.529,4.5697
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,10,57.9039,0.965064,11.214,14.92,12,838.554,-436.377,1,0.36,2.39393,0.249082,79.6968,2.43137
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,11,1.74087,0.0290532,0.157742,0,0,145.702,-145.702,0,0,2.04674,3.37695e-4,0.277465,0.0337215
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,12,2.30662,0.0384436,0.364956,0.56,1,318.638,-161.011,0,0,1.58253,0.127418,2.73953,0.0876776
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,13,0.435705,0.00726174,0.0395352,0,0,138.519,-138.519,0,0,1.17166,0.0169109,0.188913,0.0144621
20.2-6.10,wt,D2,5,4,1899-12-31T08:12:00Z,14,18.6969,0.31203,13.6878,2.36,4,2693.62,-1747.08,0,0,1.93428,1.05076,36.6256,0.700735
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,0,2.74909,0.046033,0.290985,0,0,205.379,-205.379,0,0,2.87073,0.00732455,4.05026,0.155602
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,1,2.41852,0.0403894,0.331703,0,0,284.855,-284.855,0,0,2.82546,0.00938374,4.38844,0.137248
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,2,18.3569,0.305948,4.631,4,6,760.308,-760.308,0,0,2.60666,0.146516,54.2859,1.01952
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,3,46.3855,0.773092,10.3412,9.72,12,702.1,-598.839,1,2.12,2.30396,1.02352,124.428,2.5617
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,4,126.848,2.11414,30.6381,33.56,28,3020.2,-1605.62,5,8.28,1.94332,1.50565,212.736,5.95109
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,6,179.698,2.99497,35.4207,44.24,38,919.638,-764.075,6,7.96,1.93492,1.08487,343.226,9.1034
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,7,208.496,3.47493,35.0903,49.36,35,833.899,-483.929,8,10.72,1.67471,1.47466,366.088,10.4375
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,10,61.1242,1.01874,9.42878,15.36,10,528.429,-525.619,0,0,2.72421,0.142704,73.3113,2.67935
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,11,5.50772,0.0919179,0.52911300000000006,0,0,205.707,-205.707,0,0,2.43543,0.00354428,2.54747,0.182485
20.2-6.10,wt,D2,5,7,1899-12-31T09:03:00Z,12,40.244,0.671629,13.7181,5.32,5,1351.25,-677.219,0,0,2.61379,0.199371,71.2738,1.56869
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,0,6.27261,0.105175,1.13648,0.52,1,454.827,-454.827,0,0,2.70163,0.0204285,9.51724,0.266928
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,1,10.7876,0.179794,1.46083,1.2,3,377.011,-266.015,0,0,1.38112,0.771459,20.599,0.575609
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,2,29.2889,0.488148,5.32063,7.6,15,507.107,-370.54,2,22.24,1.06683,1.21461,72.0856,1.72801
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,3,53.3431,0.890239,8.66327,13.36,22,483.171,-409.642,4,12.44,1.94728,1.38714,92.8845,2.68798
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,4,84.1423,1.40237,15.0623,21.72,32,570.847,-639.362,4,12.68,1.67845,1.41564,145.681,4.01409
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,5,211.493,3.52488,43.2517,46.44,44,929.531,-674.737,7,14.88,1.7763,1.81252,436.332,10.4648
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,8,195.673,3.26121,42.1763,45.84,47,928.592,-692.416,7,7.72,1.50904,1.20296,378.118,9.6015
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,9,207.941,3.47032,45.2535,46.04,38,1142.06,-591.11,7,11.64,1.85536,1.53062,399.35,9.77763
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,10,86.3259,1.43876,15.3793,22.52,26,688.163,-641.507,2,7.76,2.46948,1.58792,103.556,3.46908
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,11,16.7281,0.279921,2.52178,3.04,5,474.909,-440.362,2,39.88,0.139081,0.0695149,19.1569,0.668138
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,12,44.4878,0.741464,7.70491,10.6,17,583.39,-394.475,2,8.64,1.10224,0.803364,70.997,2.04693
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,13,36.0145,0.600242,6.93357,8.68,13,634.908,-423.355,3,33.24,0.360904,0.446576,58.5671,1.503
20.2-6.10,wt,D2,5,10,1899-12-31T10:41:00Z,14,43.113,0.718551,7.38825,9.96,13,698.725,-464.361,2,11.92,0.806375,0.346331,65.8541,1.77165
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,0,11.4677,0.193974,1.76219,1.72,3,551.775,-364.797,0,0,2.76128,0.0150951,20.6249,0.629238
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,1,101.754,1.6959,24.5594,23.16,28,1768.13,-961.882,4,12.28,1.58799,1.09909,207.704,5.24025
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,2,104.552,1.74253,32.0677,16.52,5,1254.62,-970.072,1,1.12,2.25621,0.492589,254.569,5.24826
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,3,94.4173,1.57362,19.9007,22.04,19,896.174,-950.835,2,6.16,2.70094,0.979882,149.182,4.3518
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,4,164.47,2.74117,47.041,34.68,28,1588.98,-1300.07,6,8.84,1.42709,1.25296,316.281,7.61204
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,5,190.963,3.18272,53.5533,46.92,39,2141.54,-1580.12,7,8.84,2.06062,1.52756,357.006,9.17228
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,6,172.488,2.87864,40.1474,43.68,40,1121.53,-780.803,3,5.68,2.4393,1.05075,355.704,8.8371
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,7,253.417,4.22362,67.4322,47.36,34,1557.8,-1519.68,2,0.8,2.89275,0.373886,425.862,11.3355
21.2-6.10,hom,D3,5,1,1899-12-31T07:00:00Z,8,161.841,2.69735,33.5203,41.64,41,1326.52,-700.073,2,5.76,2.27372,1.31752,276.596,7.8303
