fish_id,Genotype,Position,Tray,Trial,Time,Bin,Distance_travelled,Velocity_mean,Velocity_var,Time_moving,Freq_moving,Acceleration_max,Acceleration_min,Freq_in_middle,Time_in_middle,Dist_to_middle_mean,Dist_to_middle_var,Mobility_var,Mobility_mean
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,2,30.0934,0.501556,4.23747,5.68,12,364.671,-334.435,0,0,2.42175,0.399562,59.0575,1.54011
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,3,78.0061,1.3001,16.3402,19.08,29,814.72,-471.725,2,4.72,2.58107,0.986822,164.142,3.90851
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,4,154.642,2.57737,31.2243,36.44,40,1498.71,-1957.36,4,6.52,2.51811,1.27806,308.085,7.75647
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,5,135.521,2.25869,24.1123,34.16,37,1214.56,-557.739,10,13.8,1.23517,1.3463,311.611,7.45242
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,6,159.424,2.66061,31.4796,36.84,39,963.357,-729.284,3,9,2.34861,2.27119,320.084,8.38919
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,7,297.022,4.95037,83.4096,52.68,36,2118.22,-1386.34,0,0,3.75966,0.0596633,485.91,12.867
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,8,132.27,2.20449,28.3653,29,22,1091.95,-470.433,6,9.08,2.10567,1.60411,278.682,6.40895
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,9,180.38,3.01035,35.1615,41.04,45,832.294,-744.318,1,2.24,3.36176,0.919962,305.994,8.58184
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,10,126.7,2.11167,29.7212,28.68,36,2205.9,-1766.64,4,6.24,2.3906,1.50435,248.559,6.15318
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,11,53.9112,0.89972,12.299,10.68,12,1349.98,-820.109,2,2.64,1.25338,1.59015,117.14,2.69144
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,12,2.24901,0.0374835,0.261344,0,0,299.937,-191.131,0,0,0.2814,0.00971342,0.721917,0.0523033
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,13,6.38634,0.106439,0.76304,0.56,1,274.397,-274.397,0,0,1.49432,0.406077,4.18223,0.192267
1.4-7.10,het,C1,7,8,1899-12-31T10:21:00Z,14,22.3187,0.372972,4.79619,3.88,4,558.324,-297.282,1,41.64,0.840587,1.68187,40.4065,0.923608
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,0,5.13855,0.0880493,1.22341,0.8,1,517.844,-554.395,0,0,2.3408,0.0106732,23.8129,0.327218
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,1,7.81122,0.130361,1.2008,1.76,3,421.141,-277.606,0,0,2.49503,0.0326272,20.5429,0.496925
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,2,40.7708,0.679513,6.99479,10.84,20,413.123,-392.333,1,29.12,0.694965,0.617951,99.1774,2.39376
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,3,127.561,2.12885,23.9482,31.84,39,547.939,-465.782,4,6.8,2.30257,1.69288,270.856,6.70243
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,4,127.371,2.12285,24.1878,29.56,37,737.163,-492.554,3,4.88,2.3804,1.10702,272.215,6.50946
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,5,144.696,2.4116,25.2885,36.76,44,814.559,-1014.91,10,36.64,0.51436,0.737716,341.055,8.24055
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,6,126.592,2.11268,19.3118,34.32,45,537.921,-400.452,6,19.16,1.35312,1.52359,271.387,7.06116
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,7,130.852,2.18086,20.7838,34.96,41,626.454,-361.113,2,3.68,2.59476,1.40556,241.11,6.70076
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,8,145.844,2.43398,25.5236,34.52,39,742.75,-457.388,5,9.72,2.16934,2.02378,255.824,7.03051
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,9,112.661,1.87768,21.6259,27.2,39,1065.28,-636.385,3,3.6,2.12289,1.08741,235.744,5.86414
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,10,16.1765,0.269608,2.93291,2.76,3,589.567,-276.32,0,0,3.05652,0.136697,18.4964,0.589997
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,11,19.1692,0.320556,2.40492,2.4,4,517.857,-291.632,0,0,3.27966,0.0732119,24.7309,0.850815
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,12,21.4985,0.358309,5.71965,3.28,5,749.746,-524.241,0,0,3.61212,0.080001,44.1626,0.919219
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,13,5.00683,0.0834471,0.83707,1.12,2,309.008,-328.639,0,0,3.98138,9.05361e-4,8.63744,0.236806
1.4-7.10,het,C1,7,14,1899-12-31T12:16:00Z,14,1.30341,0.0217235,0.118158,0,0,155.031,-155.031,0,0,3.9941,0.002074,0.256801,0.029829
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,0,0.430656,0.00721126,0.0388149,0,0,137.724,-137.724,0,0,1.73173,0.00451929,0.0629185,0.00866152
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,1,1.10686,0.0184477,0.102099,0,0,148.549,-148.549,0,0,1.81373,0.00436357,0.230857,0.0240806
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,2,0,0,0,0,0,0,0,0,0,1.83837,5.03589e-14,0,0
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,3,53.5786,0.894169,9.79468,8.72,13,772.044,-317.111,3,7.88,2.04925,1.04373,109.991,2.55587
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,4,33.3198,0.55533,5.3282,6.12,9,479.493,-314.187,2,6.48,2.13962,0.897482,53.3032,1.46861
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,5,149.195,2.48659,37.2523,28.2,41,1145.02,-794.352,9,22.88,0.936104,0.966537,344.104,6.98685
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,6,163.399,2.72696,37.1361,40.32,50,914.182,-552.811,11,27.2,0.743707,0.90815,377.003,8.31202
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,7,150.471,2.51288,26.526,34.16,45,810.556,-448.627,3,6.44,2.25169,1.49685,221.945,6.69697
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,8,128.432,2.14053,23.4723,30.48,41,891.887,-819.956,4,8.96,2.14374,1.42581,186.97,5.42143
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,9,94.5032,1.57505,16.057,22.44,33,589.717,-388.656,5,16.68,1.60132,1.71286,142.285,4.02
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,10,31.5998,0.527367,4.08408,6.4,13,331.431,-284.777,0,0,2.92703,0.0416714,29.6872,1.30089
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,11,6.58799,0.11002,0.763611,1.04,2,233.335,-233.708,0,0,1.94026,0.670696,7.37888,0.266065
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,12,2.99301,0.0498835,0.324887,0,0,183.629,-247.574,0,0,1.23929,0.0133035,4.09892,0.12234
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,13,3.81553,0.0636771,0.425022,0,0,285.344,-285.344,0,0,1.64461,0.0313934,6.78606,0.192633
2.4-7.10,hom,C2,7,4,1899-12-31T08:29:00Z,14,2.05247,0.0342078,0.195801,0,0,166.057,-166.057,0,0,1.31317,0.122676,0.381395,0.04483
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,0,10.2947,0.172499,1.09566,1.36,3,233.418,-236.34,0,0,2.77553,0.356801,7.78382,0.376572
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,1,39.4111,0.657729,6.32455,8.2,11,362.632,-324.638,2,6.48,2.22316,1.59482,75.9648,1.90719
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,2,58.8936,0.981561,10.4447,13.2,24,578.155,-453.647,5,15.24,1.28537,1.79201,120.902,2.98217
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,3,123.673,2.06121,25.9244,29.36,44,1559.57,-1148.61,5,8.8,1.48766,1.21759,222.057,5.62708
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,4,115.936,1.93227,20.7405,24.92,38,507.85,-355.015,6,18.92,1.53525,1.79999,212.357,5.48417
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,5,124.316,2.07194,28.7494,27.56,44,874.956,-500.247,11,27.48,0.547699,0.608874,299.091,6.22686
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,6,110.255,1.84004,22.6316,26.8,44,1007.5,-1007.5,7,13.72,1.44349,1.22415,225.914,5.30535
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,7,112.24,1.87067,21.3574,29.56,47,680.022,-521.92,3,26.68,1.12739,1.5194,233.754,5.74785
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,8,86.2962,1.43827,16.5035,17.28,26,1042.69,-523.648,5,28.24,0.866361,1.37724,168.58,4.34889
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,9,101.624,1.696,19.2642,23.96,37,879.274,-508.624,2,6.92,2.27865,1.53813,167.853,4.54596
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,10,29.0065,0.483442,4.43133,6.36,12,434.871,-306.031,0,0,3.37769,0.652069,28.8933,1.10874
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,11,16.5819,0.276735,7.13439,2.64,3,1600.11,-689.738,0,0,3.31812,1.44001,29.5917,0.579634
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,12,1.94444,0.0324074,0.176437,0,0,176.793,-176.793,0,0,0.674185,0.133995,0.459795,0.0375966
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,13,3.09059,0.0515098,0.285989,0,0,192.868,-150.819,0,0,2.4821,0.434936,3.10292,0.104457
2.4-7.10,hom,C2,7,8,1899-12-31T10:21:00Z,14,28.3649,0.474013,2.91249,9.64,8,341.236,-320,0,0,3.50948,0.0413831,24.6784,1.3146
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,0,19.9137,0.341222,3.52061,4.4,7,471.062,-270.443,1,2.64,2.146,0.525754,44.3846,0.980956
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,1,18.8662,0.314857,3.53026,2.52,4,519.513,-311.749,0,0,3.00585,0.369858,33.7015,0.790367
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,2,51.0733,0.851222,12.6009,8.48,13,778.429,-470.176,0,0,3.01244,0.253443,109.289,2.25759
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,3,12.1228,0.202317,2.1037,1.96,3,413.455,-260.037,0,0,2.5917,0.189853,26.0725,0.513192
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,4,1.89329,0.0315548,0.165245,0,0,139.315,-139.315,0,0,3.02353,0.00265761,0.42998,0.0492693
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,5,96.3217,1.60536,25.4761,21,31,1262.99,-710.752,8,23.24,1.1341,1.46956,246.564,4.97205
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,6,115.593,1.92912,25.1447,28.16,42,914.968,-455.37,7,23.08,1.15872,1.50223,250.863,5.65732
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,7,123.416,2.05693,27.7999,25.72,36,988.169,-522.83,4,10.44,2.25021,1.91593,217.146,5.42268
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,8,122.303,2.0411,27.4836,28,38,812.717,-433.301,1,0.04,3.19002,0.595274,193.231,5.14716
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,9,83.4814,1.39136,18.6508,18.36,29,1030.63,-638.382,2,8.12,2.0878,1.67089,147.967,3.7022
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,10,4.15756,0.0692926,0.699856,0.92,2,239.242,-436.333,0,0,3.06787,0.0360212,4.74519,0.143335
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,11,1.30369,0.0218009,0.118878,0,0,159.573,-159.573,0,0,2.94622,0.00253409,0.265734,0.0305673
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,12,2.76772,0.0461287,0.244088,0,0,143.999,-143.999,0,0,2.93721,0.00495497,0.607304,0.0697247
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,13,3.61832,0.0603053,0.318092,0,0,148.272,-148.272,0,0,2.91204,0.0039378700000000004,0.894219,0.094932
2.4-7.10,hom,C2,7,14,1899-12-31T12:16:00Z,14,5.96344,0.0993907,0.543178,0,0,169.211,-169.211,0,0,2.92082,0.00641247,1.51221,0.156878
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,0,6.29905,0.105476,0.72868,0.88,2,240.321,-224.814,0,0,2.24425,0.0988925,11.5128,0.310864
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,1,0.413148,0.0068858,0.035537,0,0,129.209,-129.209,0,0,2.0346,0.0044309,0.0211601,0.00530911
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,2,0,0,0,0,0,0,0,0,0,2.17782,0,0,0
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,3,0,0,0,0,0,0,0,0,0,2.20069,5.05974e-4,0,0
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,4,8.6221,0.143702,1.36913,2.36,4,371.033,-328.635,0,0,2.10259,0.0647758,16.022,0.387815
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,5,141.493,2.35822,33.2843,33.04,29,2198.49,-1066.61,9,19.2,1.25406,1.46646,298.673,7.24013
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,6,169.967,2.83657,33.5331,44.44,38,969.08,-997.93,6,10.04,2.2336,1.622,351.214,8.65798
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,7,144.696,2.41644,24.9178,40.16,41,801.578,-566.124,2,2.8,2.66575,1.26597,297.9,7.78414
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,8,122.878,2.04796,21.8566,31.76,35,772.379,-691.483,3,11.4,2.12342,1.78056,250.63,6.52417
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,9,172.447,2.87412,41.2382,39.84,40,2114.52,-1977.91,3,4.24,2.69507,1.49467,321.5,8.27026
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,10,47.3591,0.790371,11.8635,10.96,17,1139.36,-1096.26,0,0,3.38642,0.0904497,103.453,2.21166
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,11,1.33202,0.0222449,0.12462,0,0,169.369,-169.369,0,0,3.94149,0.00549874,0.188536,0.0267503
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,12,1.47906,0.024651,0.130022,0,0,145.963,-145.963,0,0,3.95158,1.61357e-4,0.241254,0.0334479
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,13,6.50041,0.108485,1.35779,1.12,1,358.867,-342.888,0,0,3.63953,0.765336,16.558,0.311982
3.4-7.10,hom,C3,7,4,1899-12-31T08:29:00Z,14,4.96081,0.0826802,0.66807,1.04,2,281.524,-250.938,0,0,2.24866,0.850544,3.09369,0.152245
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,0,53.3664,0.894209,10.6062,9.72,2,633.346,-669.637,0,0,2.17778,0.165107,116.078,2.68822
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,1,4.94356,0.0825027,0.546044,0,0,328.866,-328.866,0,0,3.21313,0.0592408,5.441,0.195322
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,2,3.50349,0.0583915,0.297714,0,0,133.29,-133.29,0,0,2.35372,0.143625,0.23487,0.0456815
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,3,2.48019,0.0413364,0.212148,0,0,136.44,-136.44,0,0,1.32684,0.0476015,0.183625,0.0345997
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,4,1.4421,0.0240349,0.123395,0,0,137.365,-137.365,0,0,1.08373,0.00338132,0.278331,0.0339623
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,5,101.656,1.69427,27.1658,24.44,24,1507.43,-921.489,6,19.76,1.49075,1.55096,248.453,5.14675
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,6,153.471,2.56127,36.7441,37.8,32,1176.74,-953.625,4,14.48,1.72957,1.85985,304.424,7.50733
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,7,159.569,2.65948,34.5224,38.24,35,1110.71,-809.033,5,11.12,1.97957,1.99472,306.752,7.64456
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,8,121.803,2.03004,22.5588,30.88,35,769.408,-730.678,6,14.88,1.5004,1.55821,277.569,6.60625
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,9,92.071,1.53656,13.8702,23.44,32,476.826,-555.807,3,7.52,1.52179,1.157,214.657,5.3478
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,10,5.33669,0.0889448,0.971935,1.24,2,374.54,-316.199,0,0,3.70538,0.0464147,8.94493,0.231771
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,11,0.200668,0.00334893,0.0168005,0,0,125.417,-125.417,0,0,3.9259,0.00266418,0.0451618,0.00549073
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,12,0.439974,0.00733289,0.0403899,0,0,143.923,-143.923,0,0,3.98461,0.00452911,0.0390798,0.0060296
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,13,2.00607,0.0334346,0.187066,0.4,1,170.689,-145.166,0,0,4.00303,0.00239471,2.08921,0.107185
3.4-7.10,hom,C3,7,8,1899-12-31T10:21:00Z,14,14.1189,0.235945,1.34817,3.12,4,204.541,-204.541,0,0,3.97412,0.00329197,18.5679,0.872151
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,1,63.5175,1.06004,16.4656,9.92,4,650.875,-650.875,1,24.48,0.158823,0.0480437,260.05,3.9922
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,2,9.15994,0.152666,1.18942,0.56,1,439.83,-267.52,0,0,2.46045,0.285064,13.7597,0.404536
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,3,7.44583,0.124263,0.954297,0.48,1,264.303,-264.303,0,0,2.52939,0.0474618,12.7765,0.357
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,4,36.7126,0.611876,20.6586,2.44,2,1173.28,-1173.28,0,0,2.99418,0.440946,138.943,1.6463699999999999
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,5,96.6838,1.6114,22.8778,21.76,24,1949.3,-831.456,6,30,0.816113,1.24177,221.86,5.06062
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,6,106.906,1.78415,18.264,28.36,34,735.469,-524.3,4,16.8,1.33018,1.26257,206.667,5.69629
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,7,175.089,2.91816,30.3345,43.72,32,1000.78,-836.737,2,5.72,2.5925,1.33337,261.405,8.27093
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,8,112.935,1.88477,17.4985,31.96,31,877.342,-536.517,3,7.6,2.10523,1.56897,181.666,5.59896
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,9,137.213,2.28688,25.8055,36.68,44,683.419,-580.231,0,0,2.98703,0.490746,199.686,6.11585
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,10,15.5789,0.259648,4.65576,2.72,5,696.546,-787.463,0,0,3.73886,0.00480109,39.0565,0.728607
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,11,5.23694,0.0875742,0.472774,0,0,159.773,-159.773,0,0,3.75826,0.00149022,1.65593,0.150677
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,12,9.01143,0.150191,2.25662,1,2,663.756,-406.717,0,0,2.52149,0.655748,10.7681,0.297227
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,13,7.40497,0.123416,1.12292,1.08,1,397.048,-510.482,0,0,3.21496,0.126469,7.90823,0.259616
3.4-7.10,hom,C3,7,14,1899-12-31T12:16:00Z,14,3.99219,0.0665364,0.518606,0.56,1,328.961,-355.818,0,0,3.59941,0.03256,5.56689,0.163647
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,0,5.69765,0.0954061,0.717328,1.6,2,241.118,-285.722,0,0,2.61858,0.0289493,9.78534,0.283554
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,1,36.1458,0.60243,7.13335,8.12,14,622.073,-346.393,2,9.96,1.51828,1.04336,70.6751,1.62315
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,2,83.4593,1.39099,17.962,17.12,23,769.894,-386.866,3,6.8,1.71932,1.47094,186.175,4.03956
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,3,97.4969,1.62712,20.2024,22.24,33,768.346,-555.281,3,12.16,1.60685,1.05669,204.469,4.68085
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,4,98.5102,1.64184,21.8732,24.16,30,766.375,-673.965,4,5.52,1.80647,0.782425,201.223,4.59074
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,6,200.73,3.34997,37.0768,49.6,33,907.999,-670.895,7,11,1.97395,1.83848,367.659,9.84078
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,7,195.459,3.26418,37.9194,45.04,34,1077.19,-554.252,5,11.8,1.98969,1.71592,359.001,9.4848
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,8,196.161,3.26935,38.8974,48,39,888.339,-702.913,4,10.92,2.28381,2.12122,355.298,9.30309
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,9,196.273,3.27122,38.4284,45.8,34,1054.42,-630.334,2,4,2.50637,1.22107,350.011,9.46779
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,10,92.2041,1.53879,52.0642,16.56,25,1758.6,-2599.51,0,0,3.6849,0.111491,157.872,3.26943
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,11,17.5423,0.292957,2.33363,4.16,6,239.006,-235.76,0,0,2.61123,0.143494,21.0776,0.847721
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,12,12.2701,0.204501,3.05684,2.04,3,1118.24,-434.319,1,18.24,1.53675,1.14893,13.4686,0.389191
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,13,1.09061,0.0182011,0.0993065,0,0,147.464,-147.464,0,0,0.883204,0.0774978,0.114495,0.0189661
4.4-7.10,wt,C4,7,4,1899-12-31T08:29:00Z,14,8.33399,0.1389,2.35077,0.88,1,654.495,-658.742,0,0,2.12792,1.28713,9.7348,0.2618
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,1,2.1464,0.0358211,0.192275,0,0,165.26,-165.26,0,0,2.12651,1.41278e-4,0.549199,0.0593651
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,2,0,0,0,0,0,0,0,0,0,2.14897,0,0,0
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,3,1.36331,0.0227219,0.130467,0,0,172.419,-172.419,0,0,2.26374,0.00650183,0.140755,0.0217738
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,4,0.425923,0.00709872,0.0378421,0,0,138.963,-138.963,0,0,2.40611,4.37089e-4,0.0351067,0.00664036
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,5,193.636,3.22726,52.8088,40.76,44,2306.06,-1132.91,6,9.44,2.06441,1.55738,366.283,8.53936
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,6,199.613,3.33132,39.7956,46.84,35,1004.08,-644.354,4,5.12,2.35557,1.35079,365.726,9.53779
4.4-7.10,wt,C4,7,8,1899-12-31T10:21:00Z,7,220.723,3.67871,45.3511,49.44,39,1299.44,-684.871,2,1.6,2.99366,0.713482,417.953,10.7449
