fish_id,Genotype,Position,Tray,Trial,Time,Bin,Distance_travelled,Velocity_mean,Velocity_var,Time_moving,Freq_moving,Acceleration_max,Acceleration_min,Freq_in_middle,Time_in_middle,Dist_to_middle_mean,Dist_to_middle_var,Mobility_var,Mobility_mean
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,3,32.5226,0.542043,3.53039,7.44,11,291.466,-400.338,0,0,2.75775,0.0424985,36.2987,1.59739
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,4,15.6024,0.260039,1.40553,1.8,4,212.875,-197.434,0,0,2.978,0.00494007,25.111,0.995603
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,5,148.821,2.48034,19.327,42.32,41,643.176,-587.409,2,6.36,2.67876,1.4615,153.374,6.34271
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,6,133.577,2.22925,25.0454,31.88,39,984.656,-992.285,4,11.88,1.8002,1.91379,192.708,5.9337
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,7,137.75,2.29584,23.4224,35.24,39,795.836,-852.049,3,9.28,2.19337,1.93136,187.94,5.99274
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,8,97.8966,1.63379,18.7899,22,32,1230.41,-486.459,5,17.44,1.19851,0.992042,145.373,4.18009
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,9,117.209,1.95349,18.7031,29.6,38,650.366,-453.885,4,17.88,1.75608,1.81626,154.343,5.04588
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,10,69.0524,1.15087,8.285,16.8,21,361.489,-404.462,0,0,2.92823,0.111519,46.038,2.54441
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,11,14.6385,0.244301,1.42765,2.8,4,197.07,-196.973,0,0,2.50112,0.00428503,7.305,0.536621
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,12,22.0953,0.368255,2.39376,3.28,3,310.481,-310.481,0,0,2.51531,0.00526745,10.0528,0.734986
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,13,69.1272,1.15212,6.22111,19.92,20,244.806,-256.115,0,0,2.58839,0.0111997,28.453,2.40531
23.4-7.10,het,C4,8,15,1899-12-31T12:34:00Z,14,75.8804,1.26636,6.9655,21.36,22,322.72,-258.998,0,0,2.68245,0.0105743,32.585,2.69558
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,0,1.33601,0.0225678,0.126005,0,0,161.23,-161.23,0,0,2.51462,0.00619908,0.1063,0.0200749
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,1,14.6258,0.2454,3.36396,3.52,6,524.927,-405.827,2,4.44,0.940694,1.24345,37.5363,0.748595
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,2,43.6037,0.726729,7.91143,9.08,16,515.73,-468.337,2,11.16,1.28329,1.31351,85.6861,2.04607
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,3,62.7496,1.04583,13.0029,13.64,18,1212.59,-742.316,2,11.48,2.11533,1.5218,111.351,2.77148
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,4,0.40542,0.00675701,0.03422,0,0,126.809,-126.809,0,0,3.04022,1.82236e-5,0.0933596,0.0104972
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,5,158.183,2.63638,33.1073,37.16,46,1079.82,-623.505,8,14.16,1.24033,1.27081,293.578,7.02795
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,6,181.131,3.02289,34.4744,40.84,42,632.771,-565.879,8,12.76,1.77915,1.80065,290.965,7.89728
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,7,183.533,3.06296,35.218,44.72,36,947.108,-790.641,5,5.88,2.23695,1.33123,280.323,8.09168
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,8,175.597,2.92661,37.1055,37.28,39,1094.95,-542.33,1,3.88,2.76425,1.62142,254.9,7.34607
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,9,162.525,2.70875,32.395,36.32,38,765.972,-635.163,5,8.56,2.10035,1.72428,219.02,6.3346
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,10,31.1994,0.51999,5.65998,6.6,8,883.123,-330.181,0,0,2.99606,0.559995,28.8492,1.08131
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,11,36.4843,0.60929,4.17542,6.8,8,767.063,-533.815,0,0,2.06234,0.0459614,16.2571,1.12191
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,12,9.51686,0.158614,0.884348,0,0,174.926,-174.926,0,0,1.94148,0.0030209,1.97962,0.227673
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,13,11.9278,0.199461,1.1406,0,0,188.426,-188.426,0,0,2.03743,0.00410017,2.95555,0.309708
24.4-7.10,het,C5,8,1,1899-12-31T07:41:00Z,14,21.4551,0.357585,1.98488,2.76,4,190.823,-190.823,0,0,2.07738,0.0063775,5.27353,0.560665
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,0,3.19817,0.0535528,0.283992,0,0,147.341,-151.653,0,0,1.74159,0.00516619,1.20258,0.097701
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,1,7.47513,0.124586,0.860378,0.72,1,343.941,-263.627,0,0,2.10351,0.129242,2.99791,0.210225
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,2,59.3744,0.992219,13.0791,12,18,668.216,-519.988,1,1.96,2.21749,0.356671,117.124,2.67024
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,3,1.29268,0.0215447,0.115957,0,0,147.576,-147.576,0,0,1.9683,1.56959e-4,0.316664,0.0329433
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,4,0.830157,0.013836,0.0717936,0,0,139.867,-139.867,0,0,1.92385,0.00177618,0.176783,0.0214183
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,5,152.104,2.53506,27.3334,37.64,44,598.665,-552.665,8,25.24,1.01166,1.26013,219.016,6.12746
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,6,157.918,2.63548,30.2357,38.04,39,829.779,-540.209,6,24.36,1.49985,2.41525,230.978,6.60386
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,7,165.921,2.76535,31.5868,39,37,698.07,-858.457,5,9,1.82015,1.59872,260.096,7.08022
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,8,163.099,2.72194,29.7698,39.36,40,662.406,-601.907,2,4.2,2.6554,1.20746,251.953,7.27434
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,9,167.86,2.79767,32.2362,36.4,40,742.533,-614.483,4,5.44,2.50081,1.62178,239.279,6.97563
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,10,11.2506,0.18751,3.70508,2.04,3,1075.15,-643.181,1,0.28,3.17145,0.12772,14.406,0.36129
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,11,0.454262,0.00758114,0.0432271,0,0,151.822,-151.822,0,0,3.32461,2.18763e-4,0.0734329,0.00824787
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,12,0.200406,0.00334456,0.0167567,0,0,125.254,-125.254,0,0,3.34084,2.03828e-5,0.0169421,0.00336301
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,13,3.78329,0.0630549,0.350321,0,0,178.795,-178.795,0,0,3.30129,6.48225e-4,1.57997,0.129454
24.4-7.10,het,C5,8,5,1899-12-31T08:46:00Z,14,1.70162,0.0283603,0.150309,0,0,140.282,-140.282,0,0,3.23623,0.00135033,0.637767,0.0544208
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,0,13.0954,0.219428,2.30701,3,3,374.696,-378.816,0,0,2.41619,0.00130727,16.9274,0.570661
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,1,1.48509,0.0247516,0.131529,0,0,156.596,-156.596,0,0,2.50048,0.00146366,0.157644,0.0243505
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,2,14.0093,0.233799,2.60902,2.12,3,396.939,-399.24,0,0,2.54657,0.0806209,23.0211,0.568568
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,3,29.7533,0.495889,5.86336,4.96,8,757.452,-437.003,1,11.8,2.03818,1.17924,49.1857,1.19707
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,4,30.066,0.501099,6.3596,5.2,9,857.326,-496.917,2,7.44,1.87805,1.17939,48.6194,1.26624
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,5,157.93,2.63217,34.947,35.84,39,1155.58,-1075.03,7,15.56,1.41358,1.46397,249.594,6.29087
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,6,176.91,2.95244,34.6116,41.16,39,843.379,-676.68,8,11.56,1.65202,1.44275,276.421,7.53613
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,7,224.743,3.74572,48.9438,45.92,34,1049.64,-712.641,3,2.96,2.73905,1.34298,333.201,9.53095
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,8,218.272,3.63787,62.5302,42.24,40,1312.1,-1181.31,4,5.84,2.56296,1.99298,328.722,8.23921
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,9,185.671,3.09865,51.2691,34.76,32,1390.54,-850.913,2,3.76,2.81508,1.41619,272.633,7.08963
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,10,75.8834,1.26472,22.794,12.48,15,1415,-884.652,2,7.56,2.71958,1.20624,110.344,2.68377
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,11,36.1273,0.602926,13.914,7.64,6,1387.88,-1824.56,1,0.12,1.00837,1.79159,51.6306,1.39958
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,12,1.99692,0.0332821,0.184884,0,0,156.144,-156.144,0,0,0.50034,0.00906515,0.258384,0.0390734
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,13,0.218306,0.00363843,0.0198572,0,0,136.441,-136.441,0,0,0.777421,0.0104238,0.0259007,0.00415537
24.4-7.10,het,C5,8,9,1899-12-31T10:37:00Z,14,1.7973,0.029995,0.168113,0,0,148.305,-148.305,0,0,0.98882,0.00534627,0.231982,0.0348641
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,0,34.1034,0.57259,6.89033,8.64,16,457.277,-494.998,0,0,2.31707,0.26586,88.5176,1.89227
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,1,10.8257,0.180428,2.46185,1.32,2,577.954,-420.188,0,0,3.08737,0.0174048,15.3595,0.377355
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,2,107.85,1.79749,23.8989,23.84,27,917.659,-544.49,1,1.36,2.44809,0.895899,177.094,4.69792
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,3,103.987,1.73311,20.6078,23.68,35,641.094,-642.479,2,8.76,1.97741,1.25617,169.495,4.60994
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,4,157.719,2.62865,40.3219,36.12,41,1253.11,-1399.3,1,0.28,2.91141,0.423429,239.733,6.70628
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,5,119.891,1.99819,23.971800000000002,30.88,31,1197.31,-994.993,5,15.88,1.80647,1.79943,182.125,5.15263
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,6,143.444,2.39393,27.0731,37.92,45,690.685,-604.433,7,19.64,1.54339,1.74275,227.192,6.34396
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,7,150.965,2.51608,27.2628,39.72,34,932.945,-529.715,3,9.92,2.14765,1.45065,231.503,6.88756
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,8,166.609,2.78053,33.3178,38.52,42,1118.79,-596.722,4,8.48,2.4823,1.7567,240.12,7.03599
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,9,130.527,2.17546,25.2137,29.2,30,822.403,-672.841,3,9.36,1.97089,1.35719,186.869,5.24759
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,10,10.414,0.173566,2.78448,1.68,3,538.128,-459.251,1,0.96,1.79524,0.0902271,10.6093,0.304455
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,11,0,0,0,0,0,0,0,0,0,1.86699,2.37277e-4,0,0
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,12,0.741524,0.0123587,0.0768859,0,0,171.347,-171.347,0,0,2.0119,0.0148659,0.106278,0.0145322
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,13,3.67897,0.0613161,0.350708,0,0,160.344,-160.344,0,0,2.29338,0.0270415,0.608868,0.0759639
24.4-7.10,het,C5,8,15,1899-12-31T12:34:00Z,14,5.33425,0.0890228,0.547461,0,0,232.714,-187.857,0,0,2.53786,0.00493943,1.50367,0.141606
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,0,48.6552,0.821879,7.46499,9.88,17,781.797,-361.868,3,13.56,1.87563,1.66149,97.4681,2.53118
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,1,89.8285,1.50719,13.3718,24.12,34,473.868,-441.065,2,6.6,1.96273,1.11468,155.926,4.5525
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,2,97.0201,1.617,15.2426,26.36,44,1212.53,-483.208,4,10.6,1.60532,1.3292,146.026,4.56112
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,3,113.892,1.8982,15.6411,34.04,47,506.483,-506.483,4,7.92,1.75241,1.24784,156.997,5.24017
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,4,104.64,1.74401,14.6963,29.24,45,542.053,-542.053,3,6.48,1.9768,1.33516,150.114,4.68806
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,5,90.0966,1.50161,12.5112,21.96,29,526.226,-508.696,6,12.88,1.02431,0.800721,208.174,5.24321
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,6,110.566,1.84523,15.116,31.56,35,555.034,-534.089,6,25.6,1.0094,1.31163,219.901,6.02929
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,7,103.427,1.72608,16.4345,30.48,37,579.478,-565.373,1,6.48,2.19399,1.43249,147.193,4.97553
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,8,86.893,1.44822,12.1889,20.16,33,644.796,-574.57,6,42.96,0.461931,0.780622,189.024,4.91439
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,9,81.4318,1.3572,10.7786,21.16,34,520.486,-486.454,3,10.84,1.73782,1.57297,99.0421,3.33667
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,10,34.1166,0.56861,6.27533,8.24,6,718.467,-585.442,0,0,1.64839,0.457881,51.7964,1.49997
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,11,0.41269,0.00689195,0.035558,0,0,132.635,-132.635,0,0,1.25659,3.16624e-4,0.0296371,0.00621134
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,12,5.68117,0.0946861,1.06617,0.8,1,727.036,-428.725,0,0,1.01014,0.264296,6.67251,0.188403
25.4-7.10,hom,C6,8,1,1899-12-31T07:41:00Z,13,11.815,0.197576,1.70589,2.2,4,471.54,-326.181,0,0,1.14133,0.291385,18.0626,0.48842
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,0,28.1705,0.47171,5.66942,6.16,6,606.118,-621.915,0,0,2.01385,0.00368322,64.9741,1.39086
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,1,29.1672,0.486119,4.55209,6.08,11,451.183,-373.085,1,1.92,1.90468,0.749702,66.4298,1.51458
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,2,53.965,0.901822,7.12576,10.8,23,470.174,-364.781,2,4.72,1.62816,0.80223,90.0249,2.55682
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,3,60.4462,1.00744,8.17859,15.56,31,643.264,-482.651,4,13.88,1.06209,0.902333,78.5063,2.65652
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,4,81.5873,1.35979,10.6307,21.28,31,532.519,-532.519,4,26.28,0.702343,0.720614,103.218,3.50929
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,5,55.5598,0.925996,7.17772,9.88,18,550.359,-363.647,9,21,0.309994,0.212964,125.29,3.12003
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,6,71.1341,1.18715,8.34305,15.04,20,429.789,-438.559,5,26.04,0.60297,0.734831,136.672,3.87636
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,7,96.3641,1.60607,12.5689,26.88,34,547.065,-547.065,3,22.24,1.43899,2.20241,116.696,4.31219
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,8,63.3473,1.0572,7.2573,12.96,22,366.375,-319.92,6,48.76,0.101249,0.0756471,119.728,3.29999
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,9,92.3424,1.53904,12.284,22.64,32,588.518,-520.715,3,10.52,1.44266,1.08266,127.033,4.19988
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,10,67.2983,1.12164,8.95901,14.32,16,484.545,-339.994,0,0,3.39331,0.179232,79.1467,2.99618
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,11,18.0045,0.300476,2.01818,2.12,5,364.163,-276.866,0,0,2.81658,0.0755206,38.8386,0.892751
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,12,4.21652,0.0703692,0.389471,0,0,167.593,-167.593,0,0,3.39522,0.0468096,0.532059,0.0791993
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,13,8.05526,0.134254,1.06058,1.64,2,420.236,-378.503,0,0,3.89672,0.0160396,6.62563,0.283863
25.4-7.10,hom,C6,8,5,1899-12-31T08:46:00Z,14,20.7759,0.346264,4.43518,4.48,6,835.148,-437.164,1,42.04,0.974836,2.3246000000000002,40.5849,0.905408
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,0,36.977,0.619588,8.58302,5.24,3,705.85,-703.617,0,0,1.08932,0.0345079,96.9071,1.76382
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,1,16.1744,0.269574,3.25264,4.24,6,679.947,-456.047,0,0,1.08597,0.148152,45.3229,0.905056
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,2,62.0618,1.03574,8.78916,16.72,32,532.226,-471.994,2,8.36,1.72799,0.891465,101.441,2.90526
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,3,53.5441,0.892401,6.97132,13.12,25,374.669,-325.449,6,18.72,1.18157,0.997914,73.3256,2.28435
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,4,79.5594,1.32599,12.0144,21.8,36,565.683,-466.39,4,31.12,0.605495,0.719196,100.694,3.34944
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,5,63.3908,1.05651,8.75186,15.04,21,660.474,-406.207,4,22.36,0.57961,0.56013,93.4892,2.83126
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,6,52.442,0.875201,6.23985,7.88,14,358.711,-354.783,4,40.16,0.246521,0.226088,69.2868,2.31524
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,7,69.9307,1.16551,11.6333,16.92,24,956.595,-768.903,6,23.28,0.851442,1.23539,110.082,3.20322
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,8,90.9605,1.51601,11.7606,24.2,34,559.298,-474.105,5,12.24,1.62823,1.64016,141.967,4.414
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,9,104.446,1.74309,14.5639,26.96,37,503.801,-670.948,3,9.96,1.39401,1.26557,159.649,5.03266
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,10,48.5787,0.809645,7.97352,11.64,16,611.552,-430.027,0,0,3.65981,0.05462,63.7088,2.0811
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,11,0.419461,0.00700035,0.0367475,0,0,136.695,-136.695,0,0,3.80015,0.00126667,0.0820771,0.0104633
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,12,16.3456,0.272427,2.52949,3.16,4,652.173,-571.527,0,0,3.01866,0.177008,21.9419,0.615866
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,13,35.1389,0.585648,5.43055,3.2,6,698.688,-430.076,2,22.72,1.09301,1.38617,49.8304,1.49321
25.4-7.10,hom,C6,8,9,1899-12-31T10:37:00Z,14,48.4633,0.8088,6.68695,11.28,22,492.129,-569.38,6,20.32,0.764759,0.930919,74.2124,2.24087
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,0,99.2566,1.6665,14.8454,28.16,42,497.547,-470.418,3,6.48,1.83753,1.18835,206.78,5.2936
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,1,81.3423,1.35571,12.2894,22.72,39,480.618,-399.876,4,14.8,0.907999,0.669896,130.338,3.71705
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,2,119.222,1.98704,18.1014,32.68,41,551.207,-447.608,2,4.36,1.6368,0.936434,153.535,5.21994
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,3,95.4034,1.59006,14.357,24.92,40,621.7,-412.192,5,16.16,1.25796,1.47767,120.541,4.06198
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,4,98.9627,1.64938,16.5637,25.48,38,1120.86,-1467.85,5,7.96,1.75725,1.19946,112.949,3.87914
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,5,61.4287,1.02381,8.90807,12.8,22,488.365,-515.633,4,5,0.971709,0.526282,121.795,3.21019
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,6,62.5228,1.04344,8.55926,12.72,21,487.281,-487.281,2,17.84,1.09972,1.09182,96.2868,2.99706
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,7,55.1067,0.918444,6.73307,8.28,17,582.567,-582.567,6,22.36,0.367785,0.176431,108.499,3.09088
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,8,101.809,1.69909,14.8014,26.24,36,536.464,-518.003,3,17.36,1.79295,2.12235,167.424,5.09056
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,9,59.2517,0.987528,8.65845,12.6,20,557.096,-557.096,6,29.84,0.452115,0.764488,117.978,3.09241
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,10,70.4857,1.17476,9.33048,17.84,9,377.095,-540.73,1,1.48,3.15088,0.611348,44.0532,2.51094
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,11,6.739,0.112467,0.626573,0,0,203.585,-159.484,0,0,3.27,0.126684,1.27778,0.14579
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,12,20.0511,0.334186,2.07552,2.84,5,351.479,-351.479,0,0,3.50663,0.0330989,8.05715,0.569295
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,13,13.5972,0.226621,1.37334,1.6,3,194.647,-307.266,0,0,3.3577,0.0902185,10.1132,0.448859
25.4-7.10,hom,C6,8,15,1899-12-31T12:34:00Z,14,16.1535,0.269584,2.52009,2.36,3,882.68,-650.722,0,0,2.54771,0.272189,22.658,0.578785
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,0,163.392,2.76,34.6338,35.44,41,912.381,-496.39,3,2.4,3.07647,1.11021,378.331,8.53587
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,1,176.928,2.9686,30.9086,40.8,49,652.659,-480.622,4,5.84,2.4256,1.24122,315.494,8.62717
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,2,161.961,2.69936,29.0539,40.32,47,632,-539.797,1,0.64,2.94432,0.507219,293.154,8.00747
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,3,214.311,3.57185,76.9431,43.04,45,2478.59,-2032.98,0,0,3.37243,0.425714,389.687,9.53816
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,4,220.087,3.66812,47.938,48.16,38,1464.33,-826.589,3,5.12,2.4784,1.31615,348.479,9.59824
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,5,201.074,3.35123,37.4146,48.2,32,1096.86,-857.357,12,23.72,1.02687,1.4381,343.791,9.29413
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,6,253.253,4.22652,51.679,54.36,26,1158.03,-1027.98,5,9.76,2.44058,1.94806,382.658,10.988
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,7,263.467,4.39698,53.3163,54.84,26,1312.88,-807.024,6,6.48,2.25371,1.67771,383.415,11.3386
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,8,318.522,5.30869,62.707,57.2,17,1426.74,-751.681,3,1.56,2.76852,1.14281,416.669,12.9053
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,9,296.419,4.94031,62.3468,55.64,20,1221.48,-826.662,6,7.56,2.37736,1.96376,385.285,11.9972
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,10,121.395,2.02325,36.1805,24.84,27,1487.77,-1072.26,0,0,3.37882,0.69254,161.173,4.4447
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,11,93.9617,1.56917,20.9701,19.84,18,1102.74,-857.814,3,3.8,3.07211,0.973422,145.728,3.8403
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,12,175.786,2.92976,32.0414,41.44,37,961.234,-508.579,5,5.68,2.61905,1.7683,234.569,6.95637
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,13,152.203,2.54521,35.1893,37.2,28,2011.82,-2269.39,0,0,3.09473,0.537769,209.171,6.3927
26.4-7.10,wt,D1,8,1,1899-12-31T07:41:00Z,14,65.3597,1.08933,8.81005,20.44,18,307.158,-296.933,0,0,2.81362,0.00634224,59.2432,2.84224
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,0,0.622517,0.0104239,0.0540507,0,0,135.114,-135.114,0,0,2.33501,0.00228231,0.587013,0.0326961
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,1,0.65367,0.0108945,0.059462,0,0,144.067,-144.067,0,0,2.17822,0.00331754,0.519212,0.031361
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,2,29.6446,0.495398,3.9579,6.8,6,437.848,-448.383,0,0,2.12772,0.105534,49.1668,1.56756
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,3,8.84978,0.147496,0.826296,0,0,201.501,-178.807,0,0,1.6516,0.212896,1.23479,0.170117
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,4,6.75706,0.112618,0.626839,0,0,174.21,-174.649,0,0,1.08108,0.00704326,0.918331,0.130142
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,5,104.593,1.74322,18.3778,26.96,34,689.247,-602.641,7,23,0.691904,0.717887,172.471,4.5564
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,6,214.497,3.57973,42.6091,48.92,40,1409.29,-897.097,5,8.32,2.43184,1.8228,300.905,9.04994
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,7,252.077,4.20128,57.1545,50.6,32,1169.61,-997.856,3,1.92,3.05828,1.23834,307.911,9.69899
26.4-7.10,wt,D1,8,5,1899-12-31T08:46:00Z,8,258.768,4.31856,55.3474,51.44,33,1174.1,-939.91,4,3.4,2.73485,1.61689,343.104,10.2478
