0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.018872371,0.00030297486,-0.0058126147,0.009511424,0.0067406762,-0.0066536046,-0.020582197,-0.00016971587,0.0018044232,0.0071924436,0.0032103455,0.0023562473,-0.030676251,-0.009590486,-0.016416637,-0.003188186,0.04937756,0.037843745,0.049574863,-0.032757897,0.019116133,0.031815227,-0.0404053,-0.01738322,-0.014340757,0.06371908,0.0029615415,-0.06598126,-0.03757993,-0.013774507,-0.013229587,-0.02297743,-0.006000693,-0.019900132,-0.03236701,-0.047432438,-0.01757269,-0.05971035,0.065826505,0.008432409,-0.029359944
-0.017087538,-0.00018872393,0.00436145,-0.007108126,-0.006550256,0.0047565396,0.025480403,-0.002601367,-0.0029631904,-0.0038858785,-0.0054394235,-0.0004928025,0.030983401,0.005887885,0.013293494,0.0027946155,-0.039184045,-0.030492524,-0.04350295,0.025269123,-0.018069396,-0.030863252,0.032723345,0.019175725,0.013208367,-0.055622783,-0.0059292936,0.056003038,0.030951392,0.016653702,0.009238243,0.016816529,0.009404542,0.016844386,0.024680736,0.036721256,0.0110727,0.05241954,-0.05082687,-0.0077393637,0.030595437
