"","fish_id","Genotype","Position","Trial","Tray","Bin","Distance_travelled","Velocity_mean","Velocity_var","Time_moving","Freq_moving","Acceleration_max","Acceleration_min","Acceleration_mean","Acceleration_var","Freq_in_middle","Time_in_middle","Dist_to_middle_total","Dist_to_middle_mean","Dist_to_middle_var","Mobility_total","Mobility_mean","Mobility_var"
"501",5,"het","A5","9",1,"0:10:00-0:15:00",1114.65,3.71713,"52.6235",217.666,106,1844.94,-1161.35,-0.00265413,"14397.4",28,37.8002,9382.8,2.08553,"1.48594",61693.5,13.7158,"539.522"
"502",5,"het","A5","9",1,"0:15:00-0:20:00",1269.81,4.23269,"50.2217",258,108,889.259,-694.179,8.21072e-17,"16523.6",16,32.2668,10860.2,2.41338,"1.38864",71699.5,15.9332,"583.481"
"503",5,"het","A5","9",1,"0:20:00-0:25:00",321.039,1.0706,"16.9766",58.467,45,1045.15,-746.811,9.16422e-17,"4257.93",5,141.727,5163.17,1.14763,"1.79258",16972.8,3.77342,"183.851"
"504",5,"het","A5","9",1,"0:25:00-0:30:00",1244.53,4.15025,"51.4353",239.526,122,895.808,-577.388,0.0190859,"16088.9",15,36.741,10302.2,2.28989,"1.4744",66001.5,14.6735,"544.992"
"505",6,"hom","A6","9",1,"Start-0:05:00",9.56925,0.0319399,"0.117392",0,0,101.853,-101.853,1.5818e-18,"45.3351",0,0,4388.08,0.97578,"0.00495556",765.774,0.170399,"3.70366"
"506",6,"hom","A6","9",1,"0:05:00-0:10:00",1325.25,4.41944,"38.8731",236.198,42,593.807,-429.963,-0.027421,"10133.6",28,25.7335,10283.9,2.28581,"1.08879",84895.1,18.874,"610.005"
"507",6,"hom","A6","9",1,"0:10:00-0:15:00",299.409,0.998468,"17.0621",53.2699,15,1182.67,-943.914,-0.0168687,"4350.1",2,1.93334,12669.3,2.81602,"0.610956",17719.6,3.93944,"173.246"
"508",6,"hom","A6","9",1,"0:15:00-0:20:00",841.161,2.80386,"23.2773",176.395,83,935.209,-582.69,0.0612188,"6625.99",18,34.9335,9361.8,2.0804,"1.21863",57311,12.7358,"425.159"
"509",6,"hom","A6","9",1,"0:20:00-0:25:00",342.203,1.14118,"19.5146",57.9396,19,1064.5,-993.409,-0.0612596,"4575.88",2,0.66667,12115.8,2.69299,"0.335085",19689.2,4.37732,"190.139"
"510",6,"hom","A6","9",1,"0:25:00-0:30:00",1174.61,3.91709,"34.6025",227.268,67,631.852,-471.096,0.0131362,"10210.6",4,4.13335,11338.2,2.52016,"0.609275",74525,16.5685,"526.933"
"511",7,"het","B1","9",1,"Start-0:05:00",415.338,1.3863,"12.2461",102.667,142,488.733,-683.146,0.0473646,"3364.83",30,129.666,2942.26,0.654272,"0.650788",30441.9,6.7739,"320.064"
"512",7,"het","B1","9",1,"0:05:00-0:10:00",1017.18,3.3921,"29.7514",251.732,145,1153.48,-773.173,-0.0407289,"9272.12",26,55.5351,7695.58,1.71051,"1.403",62043.3,13.7935,"477.624"
"513",7,"het","B1","9",1,"0:10:00-0:15:00",368.085,1.22749,"9.34767",89.9323,120,304.715,-322.328,4.74011e-18,"2666.46",22,174.33,1878.42,0.41752,"0.497463",24788.3,5.51096,"242.653"
"514",7,"het","B1","9",1,"0:15:00-0:20:00",1030.38,3.43458,"28.2999",251.733,124,687.405,-455.822,-1.68951e-16,"8732",39,89.9383,5739.92,1.27554,"1.34391",59675.6,13.2613,"436.767"
"515",7,"het","B1","9",1,"0:20:00-0:25:00",220.159,0.734186,"8.47448",45.2654,54,1175.55,-1053.42,-7.58418e-17,"2539.19",7,174.134,3446.74,0.766112,"1.09972",14655.2,3.25815,"156.627"
"516",7,"het","B1","9",1,"0:25:00-0:30:00",1055.94,3.52134,"28.3247",253.2,124,916.745,-756.356,0.0228042,"9048.89",34,82.4671,6974.46,1.55022,"1.65042",60587.6,13.4699,"434.712"
"517",8,"hom","B2","9",1,"Start-0:05:00",223.276,0.745243,"16.9274",27.132,14,1201.06,-864.487,-7.90898e-17,"3971.67",3,137.334,3808.14,0.846818,"0.772198",13149.5,2.92601,"172.928"
"518",8,"hom","B2","9",1,"0:05:00-0:10:00",1401.16,4.67257,"50.1738",213.666,88,861.919,-894.016,0.023056,"13216.2",22,33.3335,9263.47,2.05901,"1.24757",89771,19.958,"730.309"
"519",8,"hom","B2","9",1,"0:10:00-0:15:00",202.378,0.674889,"8.85127",35.9365,17,808.083,-517.987,-0.023056,"2077.26",1,1.26667,13751.6,3.05659,"0.0874704",12754,2.83549,"127.291"
"520",8,"hom","B2","9",1,"0:15:00-0:20:00",1527.03,5.09008,"58.5832",211.995,78,1202.48,-1186.55,8.84231e-17,"15484",12,21.0001,10338.3,2.29739,"1.01172",90297.3,20.0661,"723.136"
"521",8,"hom","B2","9",1,"0:20:00-0:25:00",517,1.72409,"41.6406",72.673,20,1378.12,-1221.5,2.89147e-16,"9945.1",1,0.200001,13880.3,3.0852,"0.301724",28054.4,6.23709,"319.595"
"522",8,"hom","B2","9",1,"0:25:00-0:30:00",1513.12,5.04597,"57.9597",210.659,73,900.901,-786.397,0.077256,"14664",22,46.2669,8690.89,1.93174,"1.52946",87967.4,19.557,"693.229"
"523",9,"wt","B3","9",1,"Start-0:05:00",0.837297,0.0027947,"0.00878397",0,0,50.3673,-50.3673,0,"3.95802",0,0,10388.7,2.31014,"0.00472486",34.9719,0.0077819,"0.07882"
"524",9,"wt","B3","9",1,"0:05:00-0:10:00",0,0,"0",0,0,0,0,0,"0",0,0,10389.1,2.30921,"0.000360276",0,0,"0"
"525",9,"wt","B3","9",1,"0:10:00-0:15:00",36.2775,0.120978,"0.710026",5.8667,12,293.064,-180.976,9.48022e-18,"192.143",0,0,9775.01,2.17271,"0.113477",2703.36,0.601014,"20.0598"
"526",9,"wt","B3","9",1,"0:15:00-0:20:00",0.768582,0.00256193,"0.0100651",0,0,66.6644,-66.6644,0,"4.5322",0,0,8183.46,1.81855,"0.00980266",24.0611,0.00534691,"0.0478564"
"527",9,"wt","B3","9",1,"0:20:00-0:25:00",0,0,"0",0,0,0,0,0,"0",0,0,8957.16,1.99092,"0.000110752",0,0,"0"
"528",9,"wt","B3","9",1,"0:25:00-0:30:00",0.426919,0.00142369,"0.00456532",0,0,50.0211,-50.0211,0,"2.05574",0,0,8886.79,1.97528,"0.000300549",13.4161,0.00298268,"0.0220645"
"529",10,"hom","B4","9",1,"Start-0:05:00",783.483,2.61508,"22.5274",194.733,196,516.584,-490.537,0.019632,"6094.76",32,59.2003,6566.51,1.4602,"0.992493",53514,11.9079,"509.564"
"530",10,"hom","B4","9",1,"0:05:00-0:10:00",813.899,2.71419,"22.1844",221.866,147,833.256,-847.627,-0.0240379,"7304.97",35,89.4671,5187.68,1.15307,"1.07968",59286.2,13.1806,"534.253"
"531",10,"hom","B4","9",1,"0:10:00-0:15:00",392.161,1.30778,"9.74943",102.404,149,762.501,-393.144,-1.13763e-16,"2702.26",23,115.001,4367.47,0.970764,"1.1663",26774.5,5.95254,"262.583"
"532",10,"hom","B4","9",1,"0:15:00-0:20:00",1316.72,4.38904,"64.4421",222.395,128,841.126,-813.624,1.95794e-16,"18934.1",24,69.1943,7248.62,1.6108,"1.36089",71258.3,15.8352,"630.536"
"533",10,"hom","B4","9",1,"0:20:00-0:25:00",341.97,1.1404,"8.72517",85.8656,126,506.146,-361.785,0.0250476,"2412.46",23,143.999,2997.05,0.66616,"0.67638",22291.3,4.95583,"227.611"
"534",10,"hom","B4","9",1,"0:25:00-0:30:00",888.436,2.96275,"28.7909",214.142,148,1018.93,-759.977,-0.0511925,"9045.92",42,112.399,4457.73,0.990827,"1.05015",55484.8,12.3354,"481.436"
"535",11,"het","B5","9",1,"Start-0:05:00",297.801,0.993989,"4.17373",101.534,73,509.824,-360.678,-0.0133382,"1166.71",1,0.400002,13306.2,2.95891,"0.0483621",23361.6,5.19841,"119.344"
"536",11,"het","B5","9",1,"0:05:00-0:10:00",1226.87,4.09135,"34.922",230.731,91,759.3,-998.232,0.0123433,"9691.36",31,45.4669,7850.68,1.74498,"1.15823",86124.1,19.1472,"658.991"
"537",11,"het","B5","9",1,"0:10:00-0:15:00",101.335,0.337933,"7.84053",12.0697,6,1152.42,-1040.17,-0.0123433,"2106.38",0,0,11373.3,2.52796,"0.032726",5578.24,1.24016,"68.8048"
"538",11,"het","B5","9",1,"0:15:00-0:20:00",1777.92,5.92639,"62.174",260.995,42,1146.44,-1652.58,0.143565,"17446.2",21,15.7334,10545.9,2.34354,"0.875264",110287,24.5082,"713.066"
"539",11,"het","B5","9",1,"0:20:00-0:25:00",83.024,0.276868,"7.72326",10.5986,10,1095.7,-917.559,-0.143661,"2184.76",0,0,10643.3,2.3657,"0.0208722",3960.73,0.880553,"47.0285"
"540",11,"het","B5","9",1,"0:25:00-0:30:00",1786.23,5.95673,"47.2029",275.133,52,1019.93,-1009.43,0.0178084,"14465",21,19.2001,9955.39,2.2128,"0.851514",112261,24.9579,"682.471"
"541",12,"wt","B6","9",1,"Start-0:05:00",596.124,1.98972,"16.2654",166.067,159,659.145,-646.318,-5.06175e-17,"4863.82",18,49.9336,6803.5,1.5129,"0.926516",42450.3,9.446,"399.658"
"542",12,"wt","B6","9",1,"0:05:00-0:10:00",870.328,2.90237,"23.2125",216.465,136,1062.09,-743.57,-3.47608e-17,"7595.94",29,149.531,4501.5,1.00056,"1.49317",58959.4,13.1079,"477.186"
"543",12,"wt","B6","9",1,"0:10:00-0:15:00",566.864,1.89038,"18.8915",153.67,129,1751.36,-1406.94,0.0315665,"6312.43",29,136.27,3383.76,0.752115,"0.888003",33491.2,7.44579,"252.042"
"544",12,"wt","B6","9",1,"0:15:00-0:20:00",1162.31,3.87434,"36.1743",231.928,97,651.841,-791.604,0.0321191,"11195.9",25,85.0671,7280.02,1.61778,"1.78205",71122,15.8049,"539.842"
"545",12,"wt","B6","9",1,"0:20:00-0:25:00",407.005,1.35728,"11.5863",93.5398,97,684.524,-623.298,-0.0313063,"3757.7",21,176.334,2154.56,0.478896,"0.602698",24566,5.46154,"208.71"
"546",12,"wt","B6","9",1,"0:25:00-0:30:00",1259.76,4.20106,"37.3213",257.792,100,677.616,-575.835,-0.0585486,"11798",33,65.058,7658.74,1.70232,"1.63295",73378.2,16.3135,"516.238"
"547",13,"hom","C1","9",1,"Start-0:05:00",1264.78,4.22154,"47.9614",247.4,106,1063.87,-846.116,0.113523,"13640.2",14,15.7334,12499.2,2.77944,"0.936055",86633.3,19.2775,"837.878"
"548",13,"hom","C1","9",1,"0:05:00-0:10:00",776.296,2.58879,"21.5",192.999,152,464.442,-462.924,-0.144019,"6713.07",12,50.8003,10587.2,2.35324,"1.6384",52387.5,11.6468,"436.938"
"549",13,"hom","C1","9",1,"0:10:00-0:15:00",93.367,0.31136,"2.27906",18.9364,19,278.902,-341.243,-0.0147558,"653.172",1,10.2001,14762.8,3.28136,"0.501358",6100.76,1.35633,"49.5569"
"550",13,"hom","C1","9",1,"0:15:00-0:20:00",795.66,2.65219,"26.1914",172.262,126,606.084,-503.865,5.68434e-17,"7929.14",21,95.0671,6606.95,1.46821,"1.61446",50235.4,11.1634,"443.583"
"551",13,"hom","C1","9",1,"0:20:00-0:25:00",139.751,0.466042,"6.71493",23.4728,22,778.784,-1223.03,-5.05612e-17,"1952.5",1,9.12588,13844.6,3.07725,"0.38852",7517.53,1.6713,"63.8773"
"552",13,"hom","C1","9",1,"0:25:00-0:30:00",731.448,2.43923,"24.4569",166.992,123,736.586,-590.52,-1.01122e-16,"7490.41",13,71.6745,8819.6,1.96035,"2.18981",43012.4,9.56256,"352.865"
"553",14,"het","C2","9",1,"Start-0:05:00",160.906,0.537067,"5.54435",36.0668,56,1005.74,-590.044,0.0104829,"1456.85",9,60.867,7630.87,1.69688,"1.11051",11225.6,2.4979,"124.934"
"554",14,"het","C2","9",1,"0:05:00-0:10:00",795.622,2.65324,"27.1432",206.198,169,1559.23,-1178.71,0.0541048,"8047.59",32,72.2004,6330.91,1.40718,"1.25019",52218.1,11.6092,"458.758"
"555",14,"het","C2","9",1,"0:10:00-0:15:00",383.621,1.2793,"11.792",85.3368,103,927.692,-680.948,-0.0467765,"3348.36",16,145.53,4479.48,0.995662,"1.37177",24719.2,5.49559,"254.16"
"556",14,"het","C2","9",1,"0:15:00-0:20:00",757.498,2.52498,"19.484",198.995,168,591.145,-402.526,-0.00235577,"6071.4",21,56.3381,7371.17,1.63804,"1.1741",46869.4,10.4154,"366.443"
"557",14,"het","C2","9",1,"0:20:00-0:25:00",230.301,0.768007,"6.95354",49.7396,69,736.351,-594.514,-0.0154421,"2095.78",6,103.401,7237.76,1.60875,"1.75079",14740.1,3.27703,"149.19"
"558",14,"het","C2","9",1,"0:25:00-0:30:00",683.962,2.28088,"22.502",162.401,142,937.161,-841.281,-5.37213e-17,"7016.92",19,110.601,5782.46,1.28528,"1.70281",41037,9.12339,"355.086"
"559",15,"het","C3","9",1,"Start-0:05:00",922.437,3.07888,"34.5977",191.134,139,873.179,-505.447,-0.0141185,"7725.46",12,20.9334,11663,2.5935,"1.02339",62217.5,13.8446,"627.385"
"560",15,"het","C3","9",1,"0:05:00-0:10:00",830.049,2.76805,"44.3589",192.731,150,1614.07,-1429.59,4.89812e-17,"11299.5",23,52.0669,9476.75,2.10641,"1.81168",53104.2,11.8062,"486.206"
"561",15,"het","C3","9",1,"0:10:00-0:15:00",259.276,0.864634,"14.4234",66.7367,50,1545.12,-1825.34,7.90019e-17,"4275.93",0,0,15844.3,3.52173,"0.0957455",17524.6,3.89608,"135.321"
"562",15,"het","C3","9",1,"0:15:00-0:20:00",914.359,3.04785,"58.1023",186.928,150,1734.87,-1985.19,0.0160975,"16801.1",11,36.8669,10746.9,2.38819,"1.46144",52296.3,11.6214,"485.757"
"563",15,"het","C3","9",1,"0:20:00-0:25:00",369.102,1.23088,"8.27603",105.473,88,1519.2,-1041.57,-0.0161082,"2070.09",1,0.066667,16161.5,3.59225,"0.0530633",29383.2,6.5325,"113.773"
"564",15,"het","C3","9",1,"0:25:00-0:30:00",740.295,2.46874,"25.2394",176.459,146,1227.47,-795.476,0.0737941,"7167.13",26,81.5337,7484.21,1.66353,"1.79851",48060.3,10.6848,"428.328"
"565",16,"hom","C4","9",1,"Start-0:05:00",30.8382,0.102931,"0.613616",3.26668,6,192.508,-229.917,0,"192.024",3,94.4005,4157.02,0.924398,"0.574067",2167.69,0.482353,"19.9681"
"566",16,"hom","C4","9",1,"0:05:00-0:10:00",859.961,2.8678,"25.2035",161.131,112,578.103,-404.875,0.0671199,"6081.58",28,73.667,5870.11,1.30476,"1.10766",60813.2,13.5201,"518.238"
"567",16,"hom","C4","9",1,"0:10:00-0:15:00",234.105,0.780693,"12.773",34.0032,23,1035.24,-873.267,-0.0415596,"3058.79",3,83.2004,7062.57,1.56981,"1.0478",14759.9,3.28144,"148.012"
"568",16,"hom","C4","9",1,"0:15:00-0:20:00",1157.03,3.85675,"43.1535",208.262,100,1320.09,-1791.13,0.0368365,"11706.4",22,39.2002,8070.67,1.79348,"0.969359",71800,15.9556,"549.178"
"569",16,"hom","C4","9",1,"0:20:00-0:25:00",440.618,1.46937,"24.7987",64.5397,22,957.261,-647.101,-0.0368611,"5554.93",1,0.133334,13942.9,3.09911,"0.518272",25323.2,5.62987,"271.753"
"570",16,"hom","C4","9",1,"0:25:00-0:30:00",1703.45,5.68065,"68.3949",245.726,68,1409.89,-1367.66,-0.00490252,"19197.1",18,15.0667,10302,2.28985,"0.795288",99022.4,22.0148,"728.811"
"571",17,"het","C5","9",1,"Start-0:05:00",36.7513,0.122667,"1.84103",3.53335,3,368.329,-512.505,-1.26544e-17,"428.646",0,0,11628.1,2.58575,"0.0238049",2627.65,0.584703,"37.8161"
"572",17,"het","C5","9",1,"0:05:00-0:10:00",887.638,2.96009,"30.7341",151.067,108,765.379,-455.201,-0.0348551,"7351.44",42,160.134,2950.55,0.655824,"0.9189",58654.7,13.0402,"539.653"
"573",17,"het","C5","9",1,"0:10:00-0:15:00",229.042,0.763808,"11.4394",42.9957,11,1400.9,-1058.69,0.0113169,"3041.15",1,0.200001,8133.26,1.80779,"0.324337",15111.3,3.35956,"162.501"
"574",17,"het","C5","9",1,"0:15:00-0:20:00",1024.18,3.41393,"29.8244",217.666,102,836.334,-669.836,-0.0113093,"8885.73",30,70.8004,6582.22,1.46271,"1.10105",64199.8,14.2666,"481.95"
"575",17,"het","C5","9",1,"0:20:00-0:25:00",250.678,0.83596,"10.6738",41.0669,18,712.586,-595.196,-3.16007e-18,"2614.62",0,0,9408.4,2.09122,"0.0768298",14584,3.24232,"147.063"
"576",17,"het","C5","9",1,"0:25:00-0:30:00",1011.55,3.37332,"28.7273",184.392,103,685.251,-534.695,0.0287523,"7802.94",21,52.0003,7503.26,1.66776,"1.06328",64079.8,14.2463,"478.05"
"577",18,"hom","C6","9",1,"Start-0:05:00",156.313,0.521738,"56.5743",17.9334,19,2669.98,-2671.55,1.04399e-16,"12650.4",0,0,4508.63,1.00259,"0.0586538",5775.42,1.28514,"46.8229"
"578",18,"hom","C6","9",1,"0:05:00-0:10:00",1297.95,4.3284,"42.672",240.268,98,1204.87,-687.795,-0.00103421,"12260.3",33,72.5337,7273.83,1.61677,"1.32507",85080.1,18.9151,"688.293"
"579",18,"hom","C6","9",1,"0:10:00-0:15:00",162.487,0.541861,"10.1521",19.8001,16,1059.1,-673.053,-4.1081e-17,"2510.17",0,0,6519.57,1.44911,"1.15748",8437.6,1.87586,"98.1312"
"580",18,"hom","C6","9",1,"0:15:00-0:20:00",1431.99,4.77326,"58.0423",221.995,108,737.701,-1012.32,0.0107849,"15112.3",29,44.2609,8127,1.806,"1.1402",83328.1,18.5174,"696.885"
"581",18,"hom","C6","9",1,"0:20:00-0:25:00",322.078,1.07406,"16.8688",69.873,33,1094.93,-1588.77,-0.0107921,"3156.56",7,10.2061,10816.4,2.40417,"0.330759",21085.1,4.68765,"177.19"
"582",18,"hom","C6","9",1,"0:25:00-0:30:00",2110.76,7.03897,"103.39",256.059,73,1106.91,-1041.38,0.14895,"29458.4",19,31.2002,9651.23,2.1452,"1.12924",110001,24.4555,"874.657"
"583",19,"het","D1","9",1,"Start-0:05:00",234.51,0.78274,"17.695",34.3987,18,1396.23,-1392.84,-4.11267e-17,"3809.38",9,31.8653,4905.62,1.09087,"0.699346",13463.7,2.99593,"160.779"
"584",19,"het","D1","9",1,"0:05:00-0:10:00",690.238,2.3018,"20.7329",175.736,177,1045.67,-616.122,-0.050257,"6061.18",41,135.136,3239.03,0.719944,"0.780616",49897,11.0932,"490.221"
"585",19,"het","D1","9",1,"0:10:00-0:15:00",444.388,1.48194,"15.3898",88.1338,77,813.549,-781.06,4.74011e-17,"3933.15",14,174.663,4385.34,0.974736,"1.66069",24745.1,5.50135,"219.344"
"586",19,"het","D1","9",1,"0:15:00-0:20:00",720.067,2.40021,"20.6994",182.928,159,651.721,-619.698,0.0517024,"6455.37",30,118.272,4585.57,1.01902,"1.16215",47323.8,10.5164,"424.728"
"587",19,"het","D1","9",1,"0:20:00-0:25:00",164.446,0.548395,"5.21279",33.5395,39,758.043,-487.156,-0.0517369,"1370.38",4,214.66,2055.45,0.456868,"0.723565",10626.4,2.36247,"107.583"
"588",19,"het","D1","9",1,"0:25:00-0:30:00",535.251,1.78495,"14.3038",132.867,143,685.021,-471.296,1.59584e-16,"4522.12",26,104.075,4552.41,1.01187,"0.969149",37232,8.27747,"351.279"
"589",20,"het","D2","9",1,"Start-0:05:00",452.357,1.50986,"14.3563",100.666,137,444.122,-497.439,0.0168049,"3772.94",15,65.0003,6351.61,1.41241,"0.997439",34148.4,7.59866,"380.56"
"590",20,"het","D2","9",1,"0:05:00-0:10:00",1232.05,4.10864,"41.1405",270.07,98,686.539,-651.954,-0.0829458,"12994.3",36,55.2003,8376.11,1.86177,"1.53212",74422.2,16.5456,"608.267"
"591",20,"het","D2","9",1,"0:10:00-0:15:00",300.754,1.00296,"8.09847",67.9337,71,487.938,-426.777,-9.79623e-17,"2150.2",3,22.5334,11802.7,2.6234,"1.15021",19331.4,4.29778,"172.16"
"592",20,"het","D2","9",1,"0:15:00-0:20:00",946.576,3.15524,"31.0536",228.068,154,833.994,-793.548,7.89492e-17,"9991.15",21,58.467,8418.36,1.87075,"1.57733",57606.2,12.8014,"466.39"
"593",20,"het","D2","9",1,"0:20:00-0:25:00",176.075,0.587174,"8.62832",32.6668,28,1041.54,-856.735,3.47608e-17,"2299.57",0,0,12436.1,2.76419,"0.115519",10251.2,2.27907,"105.222"
"594",20,"het","D2","9",1,"0:25:00-0:30:00",1170.63,3.90382,"48.6807",226.659,130,913.974,-934.106,0.0398463,"15229.4",13,48.5246,10325.9,2.29515,"1.55097",63539.9,14.1263,"536.4"
"595",21,"hom","D3","9",1,"Start-0:05:00",7.68281,0.0256434,"0.094056",0,0,120.477,-120.477,0,"39.3789",0,0,8881.57,1.975,"0.00886182",391.971,0.0872209,"1.44107"
"596",21,"hom","D3","9",1,"0:05:00-0:10:00",709.336,2.36549,"16.4563",180.531,147,559.252,-415.463,-0.00126562,"4488.48",35,116.201,4785.9,1.06377,"1.16989",49296.8,10.9597,"394.128"
"597",21,"hom","D3","9",1,"0:10:00-0:15:00",101.593,0.338791,"4.24415",15.8031,8,568.229,-451.396,-0.0129107,"963.23",1,0.600003,6049.26,1.34458,"0.248214",6060.91,1.34747,"62.9857"
"598",21,"hom","D3","9",1,"0:15:00-0:20:00",800.11,2.66702,"21.4052",181.728,138,604.877,-314.342,0.134417,"5426.47",21,73.0004,6791.85,1.5093,"1.42551",49185.7,10.9302,"374.02"
"599",21,"hom","D3","9",1,"0:20:00-0:25:00",321.256,1.07132,"13.5253",67.6063,32,713.047,-1002.89,-0.134507,"2729.71",4,8.86671,12338.4,2.74247,"0.406905",19938.8,4.43281,"193.258"
"600",21,"hom","D3","9",1,"0:25:00-0:30:00",954.914,3.18444,"31.2606",209.659,126,698.659,-671.376,-6.32015e-17,"8097.97",23,80.2004,7261.48,1.61402,"1.60566",55651.6,12.3725,"444.947"
"601",22,"het","D4","9",1,"Start-0:05:00",50.2306,0.167658,"2.03171",7.33337,10,466.155,-468.469,0,"628.193",1,1.46667,10604.8,2.35819,"0.141939",3152.37,0.701463,"37.9933"
"602",22,"het","D4","9",1,"0:05:00-0:10:00",1531.24,5.10638,"42.7475",236.465,78,679.102,-474.966,0.0708633,"10413.5",40,43.1335,7988.31,1.77557,"1.10094",104062,23.1351,"735.388"
"603",22,"het","D4","9",1,"0:10:00-0:15:00",56.203,0.187426,"3.78854",4.80302,5,711.765,-705.429,-0.0370431,"829.639",0,0,10841.3,2.40972,"0.0318988",2790.56,0.6204,"27.2395"
"604",22,"het","D4","9",1,"0:15:00-0:20:00",1827.14,6.09044,"76.5979",227.595,71,1392.81,-759.141,-5.68434e-17,"17389.8",34,42.1275,8167.75,1.81505,"1.11194",104254,23.1676,"743.751"
"605",22,"het","D4","9",1,"0:20:00-0:25:00",62.3771,0.208015,"7.43976",3.60602,1,1090.64,-836.679,6.00414e-17,"1481.07",1,0.072667,10726.3,2.38415,"0.0261521",2437.92,0.542001,"35.8014"
"606",22,"het","D4","9",1,"0:25:00-0:30:00",2322.37,7.74465,"125.621",230.725,47,1419.82,-1453.42,0.0641068,"27773.4",26,20.4668,9892.17,2.19875,"1.09987",116708,25.9466,"869.726"
"607",23,"het","D5","9",1,"Start-0:05:00",52.35,0.174732,"18.2126",2.80001,4,2542.09,-2433.77,-6.64354e-17,"7952.89",0,0,12226.6,2.71883,"0.0487193",1606.16,0.357402,"13.2439"
"608",23,"het","D5","9",1,"0:05:00-0:10:00",437.976,1.46056,"11.2318",90.9338,60,591.587,-259.139,-2.84407e-17,"1783.25",18,37.3335,7472.32,1.66088,"0.807963",29235.8,6.49974,"218.867"
"609",23,"het","D5","9",1,"0:10:00-0:15:00",9.56341,0.0318921,"0.1065",0,0,67.1732,-67.1732,0,"46.1335",0,0,9477.49,2.10658,"0.00490615",471.756,0.104881,"1.21664"
"610",23,"het","D5","9",1,"0:15:00-0:20:00",213.435,0.711447,"6.68678",41.4609,31,418.678,-409.706,-1.26319e-17,"1129.74",8,25.5335,8045.72,1.78794,"0.630539",13231,2.94022,"112.776"
"611",23,"het","D5","9",1,"0:20:00-0:25:00",358.004,1.19387,"7.23983",82.0064,100,812.54,-1058.4,0.0118548,"2023.72",0,0,10936.4,2.43084,"0.0297996",22193.4,4.93407,"83.4622"
"612",23,"het","D5","9",1,"0:25:00-0:30:00",264.926,0.883476,"6.4821",57.7246,45,428.625,-245.92,0.0481276,"1220.68",6,17.6668,9650.76,2.14509,"0.379652",15617.5,3.47211,"93.8122"
"613",24,"het","D6","9",1,"Start-0:05:00",628.386,2.09741,"22.7583",147.333,171,1097.5,-697.35,0.0499446,"5664.41",36,150.601,3382.46,0.752159,"1.03259",43389.8,9.65504,"450.45"
"614",24,"het","D6","9",1,"0:05:00-0:10:00",916.028,3.05477,"41.5443",186.131,146,1498.84,-1472.15,0.0552879,"11442.4",19,51.0669,8597.41,1.91096,"1.57932",57842.3,12.8596,"547.951"
"615",24,"het","D6","9",1,"0:10:00-0:15:00",225.404,0.751678,"9.09716",42.8032,42,683.986,-544.921,-0.0552879,"2205.86",7,79.8671,5693.25,1.26545,"1.24159",12764.4,2.83778,"138.142"
"616",24,"het","D6","9",1,"0:15:00-0:20:00",779.151,2.59716,"31.1387",161.928,120,1251.68,-858.169,0.0167309,"8655.35",17,94.4005,6505.2,1.4456,"1.72523",45124.6,10.0277,"402.593"
"617",24,"het","D6","9",1,"0:20:00-0:25:00",62.4854,0.208376,"2.0763",7.0727,10,720.499,-445.173,-0.016742,"547.461",0,0,14163.3,3.14811,"0.324676",3305.24,0.734825,"20.7949"
"618",24,"het","D6","9",1,"0:25:00-0:30:00",939.523,3.13312,"55.9176",158.458,131,1347.87,-1065.32,0.0137146,"14055.7",17,102.001,7165.99,1.5928,"2.00032",48075.1,10.6881,"473.555"
"619",25,"het","A1","10",2,"Start-0:05:00",676.212,2.25905,"23.1964",154.266,114,601.506,-402.156,0.0139135,"5979.82",13,24.0668,8004.73,1.7816,"0.860041",45387.2,10.1085,"468.64"
"620",25,"het","A1","10",2,"0:05:00-0:10:00",671.936,2.24077,"17.7171",173.199,145,501.88,-338.678,-0.0308812,"5095.01",24,82.0004,6110.18,1.35812,"1.3017",45679.8,10.1556,"398.078"
"621",25,"het","A1","10",2,"0:10:00-0:15:00",160.157,0.534091,"7.50995",31.4698,34,842.194,-1112.03,-0.0102668,"1861.78",5,80.1292,6148.86,1.36672,"0.851911",9212.56,2.04815,"98.1941"
"622",25,"het","A1","10",2,"0:15:00-0:20:00",568.271,1.89423,"13.3161",153.261,144,490.648,-321.436,8.21072e-17,"3906.62",16,73.4049,6734.16,1.49648,"1.19761",37984.1,8.4409,"321.642"
"623",25,"het","A1","10",2,"0:20:00-0:25:00",154.618,0.51562,"4.11593",39.9987,46,380.27,-319.446,0.0231698,"1162.36",5,8.79254,7957.48,1.76872,"0.857398",10039,2.23189,"96.2348"
"624",25,"het","A1","10",2,"0:25:00-0:30:00",555.495,1.85247,"14.9114",154.066,149,802.642,-516.548,-0.0705988,"4411.88",18,59.8745,7617.87,1.69324,"1.38259",36066.8,8.0184,"310.229"
"625",26,"hom","A2","10",2,"Start-0:05:00",119.405,0.398899,"2.34377",15.1334,23,307.495,-394.706,0.0102229,"634.882",2,39.8002,11784.1,2.62276,"1.59977",7590.42,1.69052,"47.4113"
"626",26,"hom","A2","10",2,"0:05:00-0:10:00",1075.2,3.58559,"33.4995",236.798,155,772.562,-649.848,0.0377678,"9667.24",30,40.6639,9733.6,2.1635,"1.34163",63371.2,14.0887,"507.956"
